epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,4038.44,0.6406,0.43787,0.92748,0.9971,0.99861,0.995,0.91196,0.45685,0.27153,0.84554,0.000696515,0.000696515,0.000696515
360,4049.61,0.62426,0.43329,0.91348,0.99729,1,0.995,0.91058,0.45565,0.27316,0.84326,0.000695357,0.000695357,0.000695357
361,4060.58,0.65177,0.42709,0.92694,0.99733,1,0.995,0.90868,0.45187,0.27551,0.84527,0.0006942,0.0006942,0.0006942
362,4071.69,0.62173,0.42568,0.90758,0.9979,1,0.995,0.90924,0.46727,0.27586,0.84711,0.000693042,0.000693042,0.000693042
363,4082.78,0.64281,0.43331,0.92956,0.99695,0.99704,0.995,0.90474,0.47177,0.27518,0.84888,0.000691884,0.000691884,0.000691884
364,4093.8,0.64283,0.42635,0.9159,0.99426,1,0.995,0.90565,0.47911,0.27631,0.84967,0.000690726,0.000690726,0.000690726
365,4104.83,0.66971,0.44805,0.93785,0.99421,1,0.995,0.90463,0.47507,0.27949,0.84954,0.000689568,0.000689568,0.000689568
366,4115.81,0.6399,0.42699,0.91596,0.99692,0.99928,0.995,0.91403,0.43195,0.26522,0.83723,0.000688411,0.000688411,0.000688411
367,4126.82,0.64308,0.42632,0.91197,0.99662,0.99869,0.995,0.91717,0.44658,0.26684,0.84181,0.000687253,0.000687253,0.000687253
368,4138.08,0.62678,0.43191,0.90513,0.99747,0.99798,0.99499,0.91557,0.44933,0.27108,0.84196,0.000686095,0.000686095,0.000686095
369,4149.24,0.6831,0.46525,0.93899,0.99771,0.99802,0.995,0.91579,0.43822,0.27239,0.83834,0.000684937,0.000684937,0.000684937
370,4160.34,0.62721,0.42514,0.92103,0.99756,0.99771,0.995,0.91506,0.43791,0.26817,0.83643,0.00068378,0.00068378,0.00068378
371,4171.33,0.6474,0.43779,0.91589,0.99837,1,0.995,0.91256,0.44675,0.27311,0.83983,0.000682622,0.000682622,0.000682622
372,4182.46,0.6145,0.43038,0.91083,0.99776,0.99993,0.995,0.91633,0.45329,0.27081,0.84127,0.000681464,0.000681464,0.000681464
373,4193.41,0.64814,0.42802,0.91649,0.99789,0.99927,0.995,0.91537,0.44629,0.26866,0.84168,0.000680306,0.000680306,0.000680306
374,4204.5,0.62467,0.45642,0.92332,0.99871,1,0.995,0.92054,0.42728,0.26412,0.83474,0.000679148,0.000679148,0.000679148
375,4215.72,0.63009,0.438,0.91284,0.99833,1,0.995,0.91675,0.4395,0.26906,0.83935,0.000677991,0.000677991,0.000677991
376,4226.89,0.6401,0.43559,0.91397,0.99797,1,0.995,0.9153,0.44916,0.27077,0.84057,0.000676833,0.000676833,0.000676833
377,4237.88,0.63984,0.41855,0.91221,0.9976,0.99914,0.995,0.92194,0.41537,0.25914,0.83136,0.000675675,0.000675675,0.000675675
378,4248.9,0.62068,0.42999,0.91054,0.99724,0.99808,0.995,0.91921,0.42438,0.26306,0.83206,0.000674517,0.000674517,0.000674517
379,4259.85,0.64437,0.45729,0.93166,0.99733,1,0.995,0.91745,0.43045,0.26414,0.83765,0.00067336,0.00067336,0.00067336
380,4270.95,0.63367,0.4329,0.91488,0.99641,0.99861,0.995,0.91967,0.43013,0.26272,0.83576,0.000672202,0.000672202,0.000672202
381,4281.9,0.61612,0.41218,0.9122,0.99805,0.99906,0.995,0.9226,0.41178,0.26236,0.82998,0.000671044,0.000671044,0.000671044
382,4293.05,0.64375,0.43323,0.93116,0.99746,1,0.995,0.92151,0.40818,0.25668,0.82909,0.000669886,0.000669886,0.000669886
383,4304.11,0.63356,0.42389,0.92524,0.99826,1,0.995,0.92278,0.42488,0.26082,0.83371,0.000668728,0.000668728,0.000668728
384,4315.14,0.62716,0.42201,0.91878,0.99363,0.9986,0.995,0.91799,0.42236,0.26277,0.83251,0.000667571,0.000667571,0.000667571
385,4326.12,0.62005,0.42192,0.8957,0.9955,0.99881,0.995,0.92104,0.41793,0.2693,0.83149,0.000666413,0.000666413,0.000666413
386,4337.28,0.64708,0.44345,0.92353,0.99741,0.99978,0.995,0.91263,0.44001,0.26762,0.84058,0.000665255,0.000665255,0.000665255
387,4348.33,0.61597,0.43714,0.90694,0.99695,0.99958,0.995,0.9152,0.4482,0.27,0.84159,0.000664097,0.000664097,0.000664097
388,4359.31,0.61592,0.43224,0.91534,0.9983,1,0.995,0.92787,0.41575,0.25777,0.83247,0.00066294,0.00066294,0.00066294
389,4370.37,0.62952,0.44087,0.91014,0.99739,1,0.995,0.92828,0.403,0.25855,0.82808,0.000661782,0.000661782,0.000661782
390,4381.48,0.62609,0.42035,0.90856,0.99877,0.99935,0.995,0.92448,0.43293,0.26315,0.83475,0.000660624,0.000660624,0.000660624
391,4392.57,0.62305,0.41915,0.91476,0.9966,0.99851,0.995,0.91981,0.43356,0.26531,0.83549,0.000659466,0.000659466,0.000659466
392,4403.66,0.60604,0.41355,0.90183,0.99845,0.99727,0.995,0.92484,0.40732,0.25871,0.82925,0.000658308,0.000658308,0.000658308
393,4414.63,0.59527,0.4286,0.9043,0.99731,0.99936,0.995,0.92319,0.41584,0.25757,0.83131,0.000657151,0.000657151,0.000657151
394,4425.62,0.61205,0.4203,0.91095,0.99837,0.99943,0.995,0.92142,0.41728,0.25854,0.83356,0.000655993,0.000655993,0.000655993
395,4436.53,0.62638,0.43381,0.92632,0.99805,0.99982,0.995,0.91373,0.42869,0.2652,0.83545,0.000654835,0.000654835,0.000654835
396,4447.56,0.63148,0.42322,0.92317,0.99803,1,0.995,0.91968,0.42264,0.26168,0.83352,0.000653677,0.000653677,0.000653677
397,4458.45,0.62263,0.43947,0.91326,0.99615,0.99975,0.9949,0.92536,0.42008,0.26029,0.83102,0.00065252,0.00065252,0.00065252
398,4469.42,0.61372,0.40277,0.91284,0.99789,1,0.995,0.91812,0.44534,0.26114,0.83828,0.000651362,0.000651362,0.000651362
399,4480.36,0.62355,0.42981,0.9233,0.99638,0.99895,0.995,0.93382,0.40022,0.2562,0.82634,0.000650204,0.000650204,0.000650204
400,4491.46,0.63716,0.43329,0.91106,0.99742,0.99917,0.995,0.92818,0.40496,0.25147,0.82566,0.000649046,0.000649046,0.000649046
401,4502.47,0.63359,0.43265,0.92543,0.99779,1,0.995,0.92734,0.39543,0.24846,0.82512,0.000647888,0.000647888,0.000647888
402,4513.53,0.6168,0.42914,0.92201,0.99877,0.99955,0.995,0.91416,0.43982,0.26277,0.83836,0.000646731,0.000646731,0.000646731
403,4524.48,0.59443,0.40452,0.90227,0.99501,0.99943,0.995,0.92581,0.41707,0.25811,0.83093,0.000645573,0.000645573,0.000645573
404,4535.57,0.62267,0.43877,0.91111,0.99215,1,0.995,0.91585,0.442,0.27289,0.83838,0.000644415,0.000644415,0.000644415
405,4547.76,0.63338,0.43179,0.91832,0.99789,0.9996,0.995,0.92682,0.40896,0.25726,0.82681,0.000643257,0.000643257,0.000643257
406,4558.7,0.5845,0.40039,0.90397,0.99494,1,0.995,0.92446,0.41832,0.26199,0.82975,0.0006421,0.0006421,0.0006421
407,4569.66,0.62711,0.42925,0.90968,0.99547,1,0.995,0.93405,0.39569,0.24945,0.82367,0.000640942,0.000640942,0.000640942
408,4580.67,0.62428,0.42551,0.90535,0.99491,1,0.99483,0.93064,0.39678,0.25463,0.82464,0.000639784,0.000639784,0.000639784
409,4591.57,0.61605,0.41235,0.91018,0.99496,1,0.9949,0.92814,0.4046,0.24988,0.82648,0.000638626,0.000638626,0.000638626
410,4602.49,0.62378,0.42772,0.91548,0.99558,1,0.995,0.92706,0.40117,0.24912,0.82617,0.000637468,0.000637468,0.000637468
411,4613.41,0.63292,0.43266,0.91877,0.99807,1,0.995,0.93281,0.40534,0.25057,0.82717,0.000636311,0.000636311,0.000636311
412,4624.34,0.6122,0.41186,0.89621,0.99633,0.99998,0.995,0.92739,0.41126,0.25003,0.82809,0.000635153,0.000635153,0.000635153
413,4635.26,0.60959,0.41952,0.90076,0.99776,1,0.995,0.92793,0.40444,0.25143,0.8275,0.000633995,0.000633995,0.000633995
414,4646.21,0.57812,0.39052,0.88988,0.99786,1,0.995,0.9277,0.401,0.24734,0.82511,0.000632837,0.000632837,0.000632837
415,4657.17,0.59778,0.40249,0.9086,0.99691,1,0.995,0.92223,0.40301,0.24892,0.827,0.00063168,0.00063168,0.00063168
416,4668.13,0.59516,0.42278,0.8994,0.9968,1,0.995,0.92237,0.41402,0.25447,0.82964,0.000630522,0.000630522,0.000630522
417,4679.06,0.60827,0.41782,0.90452,0.99845,1,0.995,0.92438,0.42482,0.25323,0.83301,0.000629364,0.000629364,0.000629364
418,4690.01,0.62745,0.43034,0.90963,0.99619,0.99822,0.995,0.91786,0.41192,0.25649,0.82895,0.000628206,0.000628206,0.000628206
419,4701,0.63837,0.43975,0.91995,0.9982,1,0.995,0.91758,0.41422,0.25029,0.82958,0.000627048,0.000627048,0.000627048
420,4711.96,0.59484,0.40733,0.90306,0.99866,1,0.995,0.9301,0.40191,0.24968,0.82739,0.000625891,0.000625891,0.000625891
421,4722.86,0.60755,0.42043,0.90931,0.99861,1,0.995,0.92984,0.39984,0.24821,0.8272,0.000624733,0.000624733,0.000624733
422,4733.79,0.61015,0.4101,0.89571,0.99715,1,0.995,0.92704,0.39524,0.2466,0.823,0.000623575,0.000623575,0.000623575
423,4744.77,0.5957,0.39898,0.89899,0.99738,1,0.995,0.92678,0.39916,0.24858,0.8254,0.000622417,0.000622417,0.000622417
424,4755.73,0.59416,0.41565,0.91444,0.99715,1,0.995,0.92521,0.39725,0.24845,0.82631,0.00062126,0.00062126,0.00062126
425,4766.63,0.61548,0.43139,0.90319,0.9988,1,0.995,0.92775,0.40372,0.25094,0.82689,0.000620102,0.000620102,0.000620102
426,4777.59,0.57943,0.39558,0.89372,0.99849,1,0.995,0.92909,0.41311,0.24879,0.82948,0.000618944,0.000618944,0.000618944
427,4788.63,0.58212,0.40531,0.89115,0.99872,1,0.995,0.9262,0.40867,0.24767,0.82809,0.000617786,0.000617786,0.000617786
428,4799.61,0.5959,0.41423,0.90883,0.99883,0.99918,0.995,0.93257,0.39122,0.24521,0.82428,0.000616628,0.000616628,0.000616628
429,4810.54,0.60173,0.40503,0.90437,0.99833,1,0.995,0.92791,0.39562,0.24427,0.82505,0.000615471,0.000615471,0.000615471
430,4821.52,0.60496,0.41416,0.90001,0.99803,1,0.995,0.932,0.38752,0.24849,0.82262,0.000614313,0.000614313,0.000614313
431,4832.44,0.59801,0.42058,0.90878,0.99855,1,0.995,0.93442,0.38514,0.24157,0.8208,0.000613155,0.000613155,0.000613155
432,4843.46,0.57056,0.38679,0.88828,0.99876,0.99981,0.995,0.93289,0.37626,0.24121,0.8188,0.000611997,0.000611997,0.000611997
433,4854.37,0.57201,0.40726,0.89473,0.99841,0.99915,0.995,0.92925,0.38697,0.24354,0.82055,0.000610839,0.000610839,0.000610839
434,4865.34,0.578,0.39153,0.89515,0.99837,1,0.995,0.93211,0.3923,0.24426,0.82209,0.000609682,0.000609682,0.000609682
435,4876.3,0.57528,0.39963,0.88626,0.99667,0.9991,0.995,0.92633,0.40962,0.24833,0.82722,0.000608524,0.000608524,0.000608524
436,4887.26,0.57341,0.3878,0.90298,0.99757,0.99951,0.995,0.92803,0.39672,0.24279,0.82467,0.000607366,0.000607366,0.000607366
437,4898.18,0.56396,0.38375,0.88799,0.99832,1,0.995,0.92949,0.38692,0.23511,0.82124,0.000606208,0.000606208,0.000606208
438,4909.14,0.59181,0.41774,0.91202,0.99834,1,0.995,0.92741,0.39232,0.23824,0.82262,0.000605051,0.000605051,0.000605051
439,4920.09,0.56706,0.38964,0.88712,0.99646,1,0.99498,0.93888,0.37354,0.2354,0.81922,0.000603893,0.000603893,0.000603893
440,4931.07,0.56307,0.39886,0.89564,0.998,1,0.995,0.93603,0.37628,0.23482,0.81845,0.000602735,0.000602735,0.000602735
441,4941.95,0.57963,0.41705,0.90459,0.99866,1,0.995,0.93745,0.39534,0.24395,0.82397,0.000601577,0.000601577,0.000601577
442,4952.85,0.57772,0.39241,0.89641,0.99861,1,0.995,0.93256,0.39228,0.24103,0.82197,0.000600419,0.000600419,0.000600419
443,4963.76,0.57304,0.40625,0.89144,0.99885,1,0.995,0.93624,0.37067,0.23815,0.81692,0.000599262,0.000599262,0.000599262
444,4974.69,0.59139,0.41393,0.91685,0.99876,1,0.995,0.93424,0.37512,0.23409,0.81964,0.000598104,0.000598104,0.000598104
445,4985.6,0.56059,0.39543,0.88865,0.99856,1,0.995,0.93643,0.38055,0.23621,0.81851,0.000596946,0.000596946,0.000596946
446,4996.58,0.55406,0.38997,0.88307,0.99763,0.99987,0.995,0.93104,0.38281,0.23762,0.81957,0.000595788,0.000595788,0.000595788
447,5007.56,0.60026,0.39671,0.90691,0.99409,0.99915,0.99498,0.92744,0.40098,0.2453,0.82301,0.000594631,0.000594631,0.000594631
448,5018.58,0.57582,0.40715,0.90208,0.99583,1,0.995,0.92718,0.39796,0.24303,0.82375,0.000593473,0.000593473,0.000593473
449,5029.52,0.58444,0.4051,0.90822,0.99851,1,0.995,0.91806,0.4128,0.24697,0.82669,0.000592315,0.000592315,0.000592315
450,5040.5,0.55658,0.40304,0.89422,0.99832,1,0.995,0.9287,0.38183,0.23747,0.82025,0.000591157,0.000591157,0.000591157
451,5051.45,0.57329,0.39336,0.88216,0.99807,0.99968,0.995,0.93217,0.37355,0.23751,0.81681,0.000589999,0.000589999,0.000589999
452,5062.42,0.5597,0.37551,0.88274,0.99836,0.99954,0.995,0.93189,0.37917,0.24278,0.8182,0.000588842,0.000588842,0.000588842
453,5073.31,0.57993,0.39488,0.90302,0.99841,0.99973,0.995,0.93171,0.38087,0.24098,0.81743,0.000587684,0.000587684,0.000587684
454,5084.2,0.56267,0.38303,0.89371,0.99823,1,0.995,0.93404,0.37252,0.23777,0.81646,0.000586526,0.000586526,0.000586526
455,5095.13,0.56037,0.3786,0.89056,0.99763,1,0.995,0.93336,0.37809,0.23579,0.81769,0.000585368,0.000585368,0.000585368
456,5106.08,0.56564,0.40109,0.89341,0.9943,1,0.995,0.93571,0.37012,0.23537,0.81668,0.000584211,0.000584211,0.000584211
457,5117.1,0.56483,0.38363,0.89684,0.99826,1,0.995,0.93487,0.36899,0.23653,0.8157,0.000583053,0.000583053,0.000583053
458,5128.04,0.58069,0.40088,0.89568,0.99849,1,0.995,0.91938,0.40585,0.24244,0.82544,0.000581895,0.000581895,0.000581895
459,5138.98,0.5955,0.41264,0.90688,0.99835,1,0.995,0.93596,0.37722,0.23923,0.81716,0.000580737,0.000580737,0.000580737
460,5150.41,0.55773,0.3832,0.89023,0.99826,1,0.995,0.93734,0.37304,0.23918,0.81538,0.000579579,0.000579579,0.000579579
461,5161.62,0.55674,0.39352,0.88521,0.998,1,0.995,0.94078,0.36457,0.23362,0.81551,0.000578422,0.000578422,0.000578422
462,5172.87,0.57006,0.38225,0.90129,0.99748,0.99948,0.995,0.94562,0.35482,0.23297,0.81116,0.000577264,0.000577264,0.000577264
463,5184.04,0.54768,0.3773,0.8761,0.99847,1,0.995,0.94933,0.34517,0.225,0.8094,0.000576106,0.000576106,0.000576106
464,5195.17,0.54068,0.39074,0.88182,0.99729,1,0.995,0.94296,0.36408,0.22955,0.81296,0.000574948,0.000574948,0.000574948
465,5206.31,0.58438,0.39726,0.90387,0.9982,0.99952,0.995,0.9422,0.36781,0.23057,0.8139,0.000573791,0.000573791,0.000573791
466,5217.4,0.57143,0.39094,0.89752,0.99711,0.99972,0.995,0.93953,0.3673,0.23421,0.81418,0.000572633,0.000572633,0.000572633
467,5228.48,0.55753,0.38553,0.88821,0.99726,1,0.995,0.94345,0.36378,0.23324,0.81427,0.000571475,0.000571475,0.000571475
468,5239.73,0.56381,0.40051,0.88698,0.99852,1,0.995,0.94896,0.34436,0.22751,0.81017,0.000570317,0.000570317,0.000570317
469,5250.87,0.54106,0.38413,0.87505,0.99834,1,0.995,0.94804,0.34745,0.22375,0.81015,0.000569159,0.000569159,0.000569159
470,5261.95,0.54177,0.37916,0.88332,0.99868,1,0.995,0.94878,0.33948,0.22106,0.80838,0.000568002,0.000568002,0.000568002
471,5273.11,0.54008,0.38357,0.87936,0.9984,1,0.995,0.95133,0.33428,0.223,0.80906,0.000566844,0.000566844,0.000566844
472,5284.24,0.57179,0.3991,0.88791,0.99758,0.99851,0.995,0.93944,0.36012,0.22803,0.81311,0.000565686,0.000565686,0.000565686
473,5295.23,0.54542,0.3928,0.888,0.99856,1,0.995,0.94032,0.37451,0.2322,0.81453,0.000564528,0.000564528,0.000564528
474,5306.4,0.55887,0.38515,0.88781,0.99788,0.9994,0.995,0.94498,0.36245,0.22914,0.81153,0.000563371,0.000563371,0.000563371
475,5317.67,0.55469,0.39073,0.89418,0.99871,1,0.995,0.93863,0.37965,0.23644,0.81753,0.000562213,0.000562213,0.000562213
476,5328.76,0.52433,0.36461,0.88713,0.99837,1,0.995,0.94628,0.34923,0.22716,0.80913,0.000561055,0.000561055,0.000561055
477,5339.91,0.56435,0.38749,0.89328,0.99716,1,0.995,0.95201,0.34439,0.22785,0.80746,0.000559897,0.000559897,0.000559897
478,5351.13,0.53665,0.37965,0.88016,0.99769,1,0.995,0.95071,0.34686,0.22881,0.80823,0.000558739,0.000558739,0.000558739
479,5362.16,0.53251,0.37249,0.87768,0.99832,1,0.995,0.94734,0.34169,0.22542,0.80722,0.000557582,0.000557582,0.000557582
480,5373.44,0.54298,0.3929,0.88385,0.99855,1,0.995,0.94736,0.35169,0.22731,0.80982,0.000556424,0.000556424,0.000556424
481,5384.48,0.54384,0.38492,0.87419,0.99816,1,0.995,0.93455,0.38394,0.23153,0.81731,0.000555266,0.000555266,0.000555266
482,5395.63,0.54552,0.36855,0.87836,0.9983,1,0.995,0.93805,0.38001,0.23179,0.81642,0.000554108,0.000554108,0.000554108
483,5406.84,0.54773,0.3796,0.88472,0.99866,1,0.995,0.94424,0.35022,0.22329,0.81119,0.000552951,0.000552951,0.000552951
484,5417.93,0.54809,0.37994,0.90062,0.99867,1,0.995,0.9537,0.33195,0.22118,0.80682,0.000551793,0.000551793,0.000551793
485,5429.15,0.54424,0.38117,0.87551,0.99877,1,0.995,0.95141,0.33739,0.22359,0.80869,0.000550635,0.000550635,0.000550635
486,5440.29,0.53288,0.37248,0.8919,0.99867,0.99972,0.995,0.95297,0.3367,0.22059,0.80886,0.000549477,0.000549477,0.000549477
487,5451.36,0.54138,0.39278,0.88992,0.99884,0.99949,0.995,0.94018,0.35754,0.22869,0.8126,0.000548319,0.000548319,0.000548319
488,5462.51,0.54405,0.38145,0.89059,0.99894,0.9995,0.995,0.95172,0.33753,0.22098,0.80808,0.000547162,0.000547162,0.000547162
489,5473.57,0.56392,0.38833,0.88598,0.99824,0.99882,0.995,0.94943,0.34477,0.22453,0.81035,0.000546004,0.000546004,0.000546004
490,5484.69,0.5556,0.37706,0.88447,0.99896,1,0.995,0.95367,0.34197,0.22274,0.80917,0.000544846,0.000544846,0.000544846
491,5495.95,0.55423,0.39133,0.87988,0.99874,1,0.995,0.94831,0.34525,0.22443,0.81058,0.000543688,0.000543688,0.000543688
492,5507.11,0.53487,0.37514,0.88433,0.99865,1,0.995,0.94955,0.33952,0.22447,0.80921,0.000542531,0.000542531,0.000542531
493,5518.19,0.57032,0.40298,0.88832,0.99855,1,0.995,0.95607,0.34558,0.22199,0.8101,0.000541373,0.000541373,0.000541373
494,5529.41,0.51369,0.34502,0.86872,0.99684,1,0.99499,0.95454,0.33716,0.22412,0.80664,0.000540215,0.000540215,0.000540215
495,5540.5,0.53617,0.38045,0.88121,0.99779,1,0.995,0.94901,0.34991,0.22679,0.80964,0.000539057,0.000539057,0.000539057
496,5551.53,0.53608,0.38205,0.88534,0.9972,1,0.9949,0.95335,0.3459,0.22683,0.80683,0.000537899,0.000537899,0.000537899
497,5562.6,0.54579,0.37989,0.88873,0.99857,1,0.995,0.95151,0.34179,0.22333,0.80734,0.000536742,0.000536742,0.000536742
498,5573.71,0.53133,0.36163,0.88263,0.99855,1,0.995,0.95029,0.33516,0.21874,0.80557,0.000535584,0.000535584,0.000535584
499,5584.74,0.51253,0.36923,0.87123,0.99851,0.99997,0.995,0.95181,0.33896,0.22111,0.80786,0.000534426,0.000534426,0.000534426
500,5595.83,0.51092,0.35802,0.8612,0.99871,0.99994,0.995,0.95253,0.33104,0.22136,0.80514,0.000533268,0.000533268,0.000533268
501,5606.85,0.51559,0.36447,0.86542,0.99738,0.99995,0.995,0.94391,0.34606,0.22152,0.80911,0.000532111,0.000532111,0.000532111
502,5618,0.54526,0.39375,0.87931,0.99871,0.99983,0.995,0.94462,0.34535,0.22659,0.80945,0.000530953,0.000530953,0.000530953
503,5629.2,0.55104,0.37653,0.88352,0.99801,1,0.995,0.94732,0.34001,0.22336,0.80714,0.000529795,0.000529795,0.000529795
504,5640.25,0.53043,0.36199,0.87626,0.99867,1,0.995,0.95472,0.32792,0.21596,0.80451,0.000528637,0.000528637,0.000528637
505,5651.23,0.51146,0.36316,0.87306,0.99856,1,0.995,0.95551,0.32796,0.2172,0.80514,0.000527479,0.000527479,0.000527479
506,5662.44,0.52231,0.37843,0.86903,0.99644,1,0.995,0.95293,0.33575,0.22084,0.80673,0.000526322,0.000526322,0.000526322
507,5673.44,0.49932,0.3577,0.87273,0.99861,1,0.995,0.94984,0.33026,0.216,0.80608,0.000525164,0.000525164,0.000525164
508,5684.49,0.50322,0.36585,0.87356,0.99796,1,0.995,0.95049,0.33905,0.21865,0.80839,0.000524006,0.000524006,0.000524006
509,5695.51,0.52307,0.38111,0.8794,0.99865,1,0.995,0.95352,0.32861,0.21767,0.80533,0.000522848,0.000522848,0.000522848
510,5706.61,0.51981,0.36345,0.87362,0.99804,1,0.995,0.95659,0.3298,0.21629,0.80538,0.000521691,0.000521691,0.000521691
511,5717.88,0.53821,0.38115,0.88937,0.99894,1,0.995,0.95835,0.32108,0.21369,0.80229,0.000520533,0.000520533,0.000520533
512,5729.07,0.52069,0.37828,0.88208,0.999,1,0.995,0.95794,0.31617,0.21563,0.80219,0.000519375,0.000519375,0.000519375
513,5740.07,0.52825,0.36322,0.89198,0.99851,1,0.995,0.95646,0.32466,0.21663,0.80409,0.000518217,0.000518217,0.000518217
514,5751.21,0.50144,0.35959,0.87882,0.99825,1,0.995,0.95429,0.32039,0.21645,0.80253,0.000517059,0.000517059,0.000517059
515,5762.27,0.52857,0.37869,0.89244,0.99861,1,0.995,0.95586,0.32407,0.21458,0.80398,0.000515902,0.000515902,0.000515902
516,5773.32,0.50127,0.36343,0.86517,0.99876,1,0.995,0.95407,0.33411,0.21539,0.80488,0.000514744,0.000514744,0.000514744
517,5784.44,0.50904,0.36574,0.88282,0.99813,1,0.995,0.95218,0.33688,0.22014,0.80616,0.000513586,0.000513586,0.000513586
518,5795.55,0.53568,0.39353,0.88837,0.9977,0.99937,0.995,0.95051,0.33761,0.22385,0.80583,0.000512428,0.000512428,0.000512428
519,5806.58,0.54523,0.38722,0.89427,0.99861,0.99986,0.995,0.95179,0.33138,0.21607,0.80465,0.000511271,0.000511271,0.000511271
520,5817.76,0.519,0.37148,0.88179,0.99906,1,0.995,0.95015,0.33267,0.21715,0.80649,0.000510113,0.000510113,0.000510113
521,5828.95,0.54629,0.36804,0.89017,0.99905,1,0.995,0.95273,0.32772,0.21444,0.80453,0.000508955,0.000508955,0.000508955
522,5840.11,0.51,0.36907,0.86754,0.99857,1,0.995,0.94962,0.33984,0.21988,0.80738,0.000507797,0.000507797,0.000507797
523,5851.28,0.5182,0.3605,0.86254,0.99789,1,0.995,0.95275,0.35104,0.22135,0.80983,0.000506639,0.000506639,0.000506639
524,5862.37,0.52657,0.36524,0.87597,0.99845,0.99863,0.995,0.95841,0.31804,0.21405,0.80236,0.000505482,0.000505482,0.000505482
525,5873.45,0.52539,0.36441,0.87094,0.99897,0.99883,0.995,0.95564,0.32251,0.21436,0.80392,0.000504324,0.000504324,0.000504324
526,5884.64,0.52606,0.36926,0.87803,0.9985,0.99961,0.995,0.95099,0.32926,0.21658,0.80405,0.000503166,0.000503166,0.000503166
527,5895.69,0.52563,0.35477,0.87463,0.99878,0.99923,0.995,0.95752,0.31274,0.21348,0.80088,0.000502008,0.000502008,0.000502008
528,5906.74,0.53769,0.37014,0.87252,0.99859,0.9992,0.995,0.95704,0.31606,0.21498,0.80089,0.00050085,0.00050085,0.00050085
529,5917.97,0.53013,0.3483,0.86699,0.99871,1,0.995,0.96164,0.31027,0.20896,0.80015,0.000499693,0.000499693,0.000499693
530,5929.09,0.50046,0.34601,0.8713,0.99861,1,0.995,0.95914,0.30952,0.21274,0.79929,0.000498535,0.000498535,0.000498535
531,5940.15,0.50851,0.34818,0.8708,0.99891,1,0.995,0.95531,0.31896,0.21322,0.80017,0.000497377,0.000497377,0.000497377
532,5951.52,0.501,0.36442,0.86884,0.999,1,0.995,0.9538,0.32666,0.21456,0.80191,0.000496219,0.000496219,0.000496219
533,5962.66,0.54267,0.36349,0.87807,0.99908,1,0.995,0.95825,0.32327,0.21287,0.80163,0.000495062,0.000495062,0.000495062
534,5973.78,0.51471,0.36397,0.88058,0.99884,1,0.995,0.96019,0.32929,0.21743,0.80252,0.000493904,0.000493904,0.000493904
535,5985.08,0.50217,0.351,0.87365,0.99874,1,0.995,0.96181,0.31872,0.21347,0.80052,0.000492746,0.000492746,0.000492746
536,5996.2,0.51849,0.35483,0.87587,0.99854,1,0.995,0.96052,0.31955,0.21205,0.80068,0.000491588,0.000491588,0.000491588
537,6007.21,0.49547,0.35718,0.8683,0.99828,1,0.995,0.96384,0.30973,0.20854,0.79979,0.00049043,0.00049043,0.00049043
538,6018.36,0.49259,0.35041,0.8632,0.99873,1,0.995,0.96339,0.30953,0.20725,0.79943,0.000489273,0.000489273,0.000489273
539,6029.4,0.50999,0.36532,0.88317,0.99869,1,0.995,0.9624,0.3058,0.20665,0.79949,0.000488115,0.000488115,0.000488115
540,6040.51,0.52212,0.37406,0.87726,0.99877,1,0.995,0.96212,0.30423,0.20561,0.79811,0.000486957,0.000486957,0.000486957
541,6051.63,0.48998,0.35347,0.85749,0.99871,1,0.995,0.96424,0.30133,0.20541,0.79848,0.000485799,0.000485799,0.000485799
542,6062.76,0.50933,0.35827,0.87767,0.99884,1,0.995,0.96643,0.30693,0.20426,0.7991,0.000484642,0.000484642,0.000484642
543,6074.01,0.51038,0.36019,0.87789,0.99879,1,0.995,0.96022,0.30638,0.20437,0.79952,0.000483484,0.000483484,0.000483484
544,6085.2,0.47911,0.33513,0.86433,0.99878,1,0.995,0.9669,0.30187,0.20305,0.79871,0.000482326,0.000482326,0.000482326
545,6096.31,0.51082,0.3676,0.86995,0.99884,1,0.995,0.96492,0.30741,0.20617,0.79958,0.000481168,0.000481168,0.000481168
546,6107.38,0.50149,0.34894,0.86646,0.99912,1,0.995,0.96265,0.3121,0.20846,0.80056,0.00048001,0.00048001,0.00048001
547,6118.38,0.48612,0.34226,0.87413,0.99844,1,0.995,0.9563,0.32073,0.21058,0.80216,0.000478853,0.000478853,0.000478853
548,6129.49,0.50614,0.36516,0.86374,0.99853,1,0.995,0.95844,0.31769,0.20736,0.80112,0.000477695,0.000477695,0.000477695
549,6140.52,0.50365,0.35793,0.87063,0.99868,1,0.995,0.95983,0.30296,0.20488,0.79912,0.000476537,0.000476537,0.000476537
550,6151.64,0.48165,0.34059,0.87304,0.99905,1,0.995,0.96137,0.30437,0.20285,0.7996,0.000475379,0.000475379,0.000475379
551,6162.71,0.49716,0.3524,0.85966,0.99899,1,0.995,0.96634,0.29616,0.20248,0.79753,0.000474222,0.000474222,0.000474222
