epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,1965.16,0.97644,0.64423,1.07732,0.95629,0.97008,0.98945,0.78105,0.86012,0.477,1.03343,0.000911862,0.000911862,0.000911862
174,1976.37,1.00863,0.6906,1.11109,0.95296,0.96425,0.98771,0.76355,0.8674,0.47905,1.03089,0.000910704,0.000910704,0.000910704
175,1987.6,1.03607,0.67727,1.0995,0.94196,0.93738,0.98405,0.76097,0.89777,0.51357,1.05162,0.000909546,0.000909546,0.000909546
176,1998.77,1.00431,0.64938,1.09313,0.96043,0.97291,0.98833,0.75228,0.90979,0.49622,1.05325,0.000908389,0.000908389,0.000908389
177,2009.9,1.03005,0.65478,1.09568,0.92642,0.94726,0.98721,0.7526,0.94079,0.523,1.07418,0.000907231,0.000907231,0.000907231
178,2021.3,1.02634,0.65579,1.09232,0.95922,0.97419,0.98873,0.77226,0.87088,0.46203,1.03793,0.000906073,0.000906073,0.000906073
179,2032.6,1.01445,0.66102,1.10248,0.9554,0.96568,0.98871,0.77693,0.85017,0.48241,1.02684,0.000904915,0.000904915,0.000904915
180,2043.88,1.02058,0.65288,1.07872,0.95721,0.98163,0.98652,0.77953,0.81879,0.46011,1.01498,0.000903758,0.000903758,0.000903758
181,2055.09,0.99291,0.66389,1.08689,0.96027,0.95682,0.98584,0.77677,0.83528,0.47841,1.01956,0.0009026,0.0009026,0.0009026
182,2066.37,1.00656,0.63386,1.07018,0.9743,0.99115,0.99122,0.78325,0.81717,0.45459,1.01019,0.000901442,0.000901442,0.000901442
183,2077.69,0.97999,0.63737,1.05953,0.95453,0.97989,0.99039,0.7979,0.78719,0.45538,0.99584,0.000900284,0.000900284,0.000900284
184,2088.78,0.98702,0.62664,1.05672,0.96627,0.97879,0.99113,0.78473,0.86292,0.45224,1.0258,0.000899126,0.000899126,0.000899126
185,2099.83,0.99532,0.68093,1.07479,0.96692,0.9878,0.99176,0.80013,0.7961,0.43912,0.9981,0.000897969,0.000897969,0.000897969
186,2110.95,0.96825,0.62123,1.06953,0.96662,0.95887,0.98785,0.7645,0.85277,0.46976,1.02843,0.000896811,0.000896811,0.000896811
187,2122.04,1.01276,0.66256,1.10131,0.97189,0.98003,0.99361,0.78756,0.85267,0.46908,1.02127,0.000895653,0.000895653,0.000895653
188,2133.18,0.98751,0.62106,1.07492,0.95292,0.98722,0.99194,0.7906,0.82758,0.45148,0.99953,0.000894495,0.000894495,0.000894495
189,2144.38,0.98272,0.62963,1.07549,0.97101,0.97768,0.99231,0.80301,0.80036,0.44718,0.99687,0.000893338,0.000893338,0.000893338
190,2155.57,1.01976,0.6355,1.09513,0.98294,0.98617,0.99192,0.80218,0.79491,0.42988,0.99918,0.00089218,0.00089218,0.00089218
191,2166.76,0.98639,0.61928,1.07011,0.97346,0.95997,0.99087,0.79008,0.79069,0.43631,0.99442,0.000891022,0.000891022,0.000891022
192,2177.9,0.99387,0.62917,1.07967,0.95996,0.97085,0.99143,0.7713,0.83799,0.46169,1.01003,0.000889864,0.000889864,0.000889864
193,2189.07,0.99758,0.63102,1.06243,0.97395,0.97488,0.99297,0.79542,0.81312,0.4368,1.00018,0.000888706,0.000888706,0.000888706
194,2200.27,1.00018,0.63023,1.07271,0.96046,0.97471,0.99178,0.78311,0.81462,0.46944,1.00334,0.000887549,0.000887549,0.000887549
195,2211.4,0.98025,0.64718,1.08132,0.97344,0.96828,0.98961,0.79758,0.7996,0.44727,0.99617,0.000886391,0.000886391,0.000886391
196,2222.55,0.94122,0.60502,1.05261,0.97669,0.97028,0.9913,0.80934,0.76974,0.435,0.98696,0.000885233,0.000885233,0.000885233
197,2233.95,0.99178,0.64416,1.07375,0.95279,0.98103,0.99005,0.80924,0.78246,0.44645,0.9928,0.000884075,0.000884075,0.000884075
198,2245.11,0.93113,0.58383,1.05113,0.98128,0.97429,0.99096,0.79925,0.80495,0.4386,1.00506,0.000882918,0.000882918,0.000882918
199,2256.18,0.96549,0.61352,1.08167,0.97606,0.96873,0.98985,0.80103,0.78923,0.4358,0.99911,0.00088176,0.00088176,0.00088176
200,2267.3,0.94757,0.61723,1.05591,0.97191,0.96873,0.98988,0.81333,0.75627,0.43895,0.98696,0.000880602,0.000880602,0.000880602
201,2278.35,0.94727,0.63548,1.04612,0.97147,0.98528,0.99221,0.81156,0.75174,0.42889,0.97718,0.000879444,0.000879444,0.000879444
202,2289.38,0.91442,0.59525,1.04431,0.96265,0.9824,0.99125,0.80937,0.78196,0.44555,0.99413,0.000878286,0.000878286,0.000878286
203,2300.57,0.92866,0.58856,1.05904,0.97854,0.98656,0.99145,0.81069,0.75314,0.42168,0.9796,0.000877129,0.000877129,0.000877129
204,2311.63,0.92626,0.59885,1.05133,0.98644,0.96877,0.99276,0.81864,0.72673,0.40563,0.96426,0.000875971,0.000875971,0.000875971
205,2322.79,0.9171,0.56853,1.03988,0.96987,0.96175,0.99113,0.78574,0.7944,0.43483,0.99035,0.000874813,0.000874813,0.000874813
206,2333.99,0.9363,0.62339,1.05908,0.97096,0.96244,0.99153,0.7834,0.80501,0.46783,0.9981,0.000873655,0.000873655,0.000873655
207,2345.25,0.88438,0.58307,1.02547,0.95913,0.96506,0.99107,0.80343,0.77168,0.46221,0.98251,0.000872498,0.000872498,0.000872498
208,2356.49,0.91722,0.6254,1.05259,0.97527,0.98472,0.9899,0.81993,0.7378,0.40491,0.97327,0.00087134,0.00087134,0.00087134
209,2367.7,0.92162,0.60069,1.03931,0.96743,0.99909,0.99375,0.82629,0.71518,0.39139,0.96657,0.000870182,0.000870182,0.000870182
210,2378.99,0.91768,0.62056,1.04361,0.96119,0.99342,0.99365,0.82502,0.72657,0.41026,0.9629,0.000869024,0.000869024,0.000869024
211,2390.2,0.92525,0.63504,1.04959,0.97841,0.99018,0.99387,0.83027,0.71459,0.3979,0.96156,0.000867866,0.000867866,0.000867866
212,2401.48,0.93636,0.59995,1.05105,0.9767,0.98523,0.9945,0.83803,0.69645,0.39637,0.95282,0.000866709,0.000866709,0.000866709
213,2412.67,0.92626,0.58889,1.02635,0.975,0.98309,0.99314,0.82134,0.73086,0.41068,0.96536,0.000865551,0.000865551,0.000865551
214,2423.83,0.90856,0.59143,1.01409,0.98233,0.98118,0.99418,0.82134,0.70064,0.38844,0.95245,0.000864393,0.000864393,0.000864393
215,2435.02,0.89413,0.58175,1.04379,0.98764,0.9909,0.99367,0.83316,0.67504,0.37739,0.94553,0.000863235,0.000863235,0.000863235
216,2446.21,0.89332,0.59732,1.03167,0.98067,0.9897,0.99452,0.841,0.68766,0.39119,0.94992,0.000862078,0.000862078,0.000862078
217,2457.47,0.90201,0.58197,1.03037,0.9902,0.98065,0.99337,0.80775,0.77498,0.40933,0.98166,0.00086092,0.00086092,0.00086092
218,2468.73,0.88524,0.5605,1.03247,0.98315,0.97808,0.99355,0.81182,0.75908,0.4046,0.97531,0.000859762,0.000859762,0.000859762
219,2479.9,0.90885,0.58959,1.03566,0.98985,0.99085,0.99483,0.83494,0.697,0.39589,0.95411,0.000858604,0.000858604,0.000858604
220,2491.18,0.85988,0.55236,1.01782,0.9802,0.99717,0.99492,0.83314,0.70338,0.38983,0.95793,0.000857446,0.000857446,0.000857446
221,2502.35,0.89507,0.58808,1.03192,0.99251,0.98512,0.99472,0.83385,0.68972,0.38884,0.95613,0.000856289,0.000856289,0.000856289
222,2513.49,0.87343,0.57259,1.02321,0.98028,0.98968,0.99323,0.83106,0.69403,0.39326,0.95249,0.000855131,0.000855131,0.000855131
223,2524.51,0.90516,0.60185,1.02685,0.98337,0.98132,0.99416,0.83464,0.68942,0.38518,0.94838,0.000853973,0.000853973,0.000853973
224,2535.61,0.87472,0.57889,1.01582,0.97142,0.9919,0.99413,0.82651,0.7314,0.40813,0.96466,0.000852815,0.000852815,0.000852815
225,2546.67,0.88796,0.58699,1.01237,0.98198,0.99292,0.99416,0.82994,0.69863,0.38142,0.94405,0.000851658,0.000851658,0.000851658
226,2557.97,0.83303,0.56177,1.00208,0.99478,0.98967,0.9949,0.83907,0.69457,0.3771,0.94919,0.0008505,0.0008505,0.0008505
227,2569.1,0.88497,0.59147,1.01746,0.9949,0.98359,0.99465,0.82923,0.68986,0.39918,0.9423,0.000849342,0.000849342,0.000849342
228,2580.37,0.88663,0.58851,1.02403,0.9857,0.98072,0.99277,0.82124,0.71749,0.39226,0.95714,0.000848184,0.000848184,0.000848184
229,2591.61,0.84978,0.55233,1.00789,0.97983,0.99415,0.99399,0.83781,0.69628,0.37814,0.94479,0.000847026,0.000847026,0.000847026
230,2602.92,0.89041,0.55724,1.02055,0.988,0.99655,0.99438,0.85256,0.6652,0.37588,0.93634,0.000845869,0.000845869,0.000845869
231,2614.19,0.87913,0.60096,1.01805,0.99156,0.99897,0.9948,0.84634,0.6619,0.37043,0.93418,0.000844711,0.000844711,0.000844711
232,2625.45,0.87057,0.55718,1.02566,0.99544,0.9981,0.995,0.85194,0.6515,0.36186,0.92978,0.000843553,0.000843553,0.000843553
233,2636.69,0.83397,0.55267,0.99553,0.98557,0.99408,0.99454,0.83505,0.6823,0.3772,0.94208,0.000842395,0.000842395,0.000842395
234,2647.88,0.8288,0.53925,0.99242,0.9787,0.99425,0.99437,0.83816,0.68161,0.3766,0.94359,0.000841238,0.000841238,0.000841238
235,2658.98,0.8671,0.58454,1.01007,0.98816,0.99548,0.99475,0.84477,0.64987,0.37278,0.92788,0.00084008,0.00084008,0.00084008
236,2670.12,0.81226,0.54947,0.98746,0.99027,0.99455,0.99484,0.84441,0.67743,0.37476,0.93405,0.000838922,0.000838922,0.000838922
237,2681.3,0.87907,0.57911,1.02117,0.99249,0.99551,0.99493,0.83891,0.68706,0.37328,0.93646,0.000837764,0.000837764,0.000837764
238,2692.52,0.86969,0.5546,1.00858,0.99493,0.9882,0.99494,0.84699,0.65405,0.37291,0.933,0.000836606,0.000836606,0.000836606
239,2703.63,0.85525,0.58274,1.01558,0.98503,0.99387,0.99483,0.85244,0.64189,0.36744,0.9239,0.000835449,0.000835449,0.000835449
240,2714.79,0.81713,0.53409,0.99955,0.98221,0.99353,0.99467,0.8507,0.65016,0.37626,0.92582,0.000834291,0.000834291,0.000834291
241,2725.92,0.8467,0.54588,0.9932,0.99098,0.99538,0.99472,0.84215,0.68149,0.36872,0.93919,0.000833133,0.000833133,0.000833133
242,2737.19,0.86088,0.54954,1.01248,0.98883,0.99131,0.99435,0.84868,0.6695,0.37191,0.9349,0.000831975,0.000831975,0.000831975
243,2748.35,0.83217,0.54039,1.00978,0.99146,0.99372,0.99489,0.84951,0.65956,0.36076,0.93425,0.000830817,0.000830817,0.000830817
244,2759.45,0.83031,0.54454,1.00707,0.9888,0.99034,0.99467,0.79907,0.8141,0.4146,0.99655,0.00082966,0.00082966,0.00082966
245,2770.52,0.8327,0.56112,1.01161,0.99019,0.99183,0.99447,0.85079,0.63201,0.36013,0.92441,0.000828502,0.000828502,0.000828502
246,2781.6,0.81593,0.55693,0.99602,0.98569,0.99556,0.99481,0.85841,0.63374,0.35164,0.92327,0.000827344,0.000827344,0.000827344
247,2792.81,0.82978,0.54176,0.99451,0.99528,0.99506,0.99491,0.86369,0.62263,0.34919,0.91291,0.000826186,0.000826186,0.000826186
248,2804.04,0.81464,0.55084,0.99353,0.99423,0.98478,0.99466,0.86143,0.60977,0.34981,0.91245,0.000825029,0.000825029,0.000825029
249,2815.24,0.80208,0.53775,0.99409,0.9903,0.98977,0.99472,0.8611,0.60386,0.34821,0.91046,0.000823871,0.000823871,0.000823871
250,2826.51,0.83628,0.55902,0.99256,0.98417,0.99214,0.99448,0.85263,0.62878,0.35827,0.91401,0.000822713,0.000822713,0.000822713
251,2837.66,0.80799,0.56054,0.98518,0.9817,0.99024,0.99458,0.85606,0.61157,0.35686,0.90786,0.000821555,0.000821555,0.000821555
252,2848.89,0.82207,0.52663,0.99126,0.99346,0.99453,0.99494,0.85085,0.63898,0.35098,0.91868,0.000820397,0.000820397,0.000820397
253,2860.06,0.81933,0.55253,0.99063,0.98728,0.98878,0.99464,0.841,0.67232,0.36896,0.93539,0.00081924,0.00081924,0.00081924
254,2871.23,0.77252,0.51557,0.97022,0.99537,0.99496,0.99496,0.8575,0.63946,0.35812,0.92078,0.000818082,0.000818082,0.000818082
255,2882.34,0.80748,0.526,0.97126,0.99177,0.99566,0.99494,0.86547,0.60518,0.34836,0.90477,0.000816924,0.000816924,0.000816924
256,2893.5,0.81714,0.56023,1.0092,0.99429,0.99591,0.99498,0.85934,0.61566,0.35132,0.91593,0.000815766,0.000815766,0.000815766
257,2904.64,0.79742,0.51342,0.97745,0.99117,0.99592,0.99498,0.85646,0.62826,0.35609,0.91363,0.000814609,0.000814609,0.000814609
258,2915.75,0.77186,0.51119,0.96959,0.98983,0.99554,0.99484,0.86129,0.62805,0.36072,0.91387,0.000813451,0.000813451,0.000813451
259,2926.98,0.8,0.5204,0.96525,0.99465,0.99196,0.99487,0.8712,0.58936,0.34335,0.89991,0.000812293,0.000812293,0.000812293
260,2938.19,0.79006,0.51596,0.98173,0.99407,0.98938,0.99498,0.86829,0.5811,0.34077,0.8979,0.000811135,0.000811135,0.000811135
261,2949.28,0.75163,0.50196,0.95085,0.99224,0.99776,0.9948,0.87375,0.56583,0.328,0.89019,0.000809977,0.000809977,0.000809977
262,2960.56,0.80117,0.53185,0.9861,0.98628,0.99165,0.99451,0.86026,0.62963,0.35183,0.90759,0.00080882,0.00080882,0.00080882
263,2971.65,0.78973,0.51361,0.97939,0.99208,0.9915,0.99479,0.8636,0.60062,0.34261,0.90053,0.000807662,0.000807662,0.000807662
264,2982.75,0.79917,0.5148,0.97589,0.98974,0.99679,0.99485,0.88218,0.55159,0.32743,0.88466,0.000806504,0.000806504,0.000806504
265,2993.88,0.76715,0.5063,0.97025,0.9927,0.99729,0.99431,0.87649,0.56099,0.33868,0.89017,0.000805346,0.000805346,0.000805346
266,3005,0.76798,0.5027,0.95892,0.99261,0.99431,0.9945,0.88269,0.55701,0.32437,0.89132,0.000804189,0.000804189,0.000804189
267,3016.15,0.77662,0.51612,0.97655,0.99636,0.99293,0.99499,0.87784,0.55552,0.32496,0.88607,0.000803031,0.000803031,0.000803031
268,3027.34,0.76166,0.51687,0.97004,0.99581,0.99538,0.995,0.88221,0.553,0.328,0.88463,0.000801873,0.000801873,0.000801873
269,3038.35,0.75374,0.51382,0.96362,0.99556,0.99729,0.995,0.87004,0.56943,0.32611,0.89224,0.000800715,0.000800715,0.000800715
270,3049.39,0.7858,0.52774,0.97633,0.99348,0.99559,0.99495,0.87248,0.59584,0.32946,0.90175,0.000799557,0.000799557,0.000799557
271,3060.5,0.77732,0.50805,0.97211,0.99562,0.99652,0.99499,0.87523,0.56042,0.32577,0.88597,0.0007984,0.0007984,0.0007984
272,3071.66,0.79825,0.513,0.9795,0.99825,0.99712,0.995,0.87055,0.59661,0.33435,0.90319,0.000797242,0.000797242,0.000797242
273,3082.85,0.7745,0.53319,0.96217,0.99671,0.99641,0.99499,0.86822,0.57838,0.32701,0.89618,0.000796084,0.000796084,0.000796084
274,3093.96,0.77365,0.5033,0.96347,0.9917,0.99961,0.99497,0.86797,0.58257,0.33526,0.89623,0.000794926,0.000794926,0.000794926
275,3105.04,0.7688,0.51351,0.97277,0.99676,0.99774,0.99499,0.87896,0.57135,0.33102,0.89268,0.000793769,0.000793769,0.000793769
276,3116.24,0.73693,0.47821,0.93761,0.99151,0.99798,0.99497,0.87913,0.55612,0.32649,0.88989,0.000792611,0.000792611,0.000792611
277,3127.29,0.75495,0.50748,0.96252,0.9946,0.99076,0.995,0.88105,0.56091,0.32966,0.89064,0.000791453,0.000791453,0.000791453
278,3138.4,0.79567,0.53088,0.9798,0.99219,0.99814,0.99492,0.87872,0.55057,0.32043,0.88896,0.000790295,0.000790295,0.000790295
279,3149.66,0.77166,0.53724,0.97147,0.99093,0.99153,0.99496,0.87298,0.57365,0.33162,0.89336,0.000789137,0.000789137,0.000789137
280,3160.79,0.7533,0.49982,0.96801,0.99399,0.99809,0.99494,0.86548,0.57656,0.33027,0.89036,0.00078798,0.00078798,0.00078798
281,3171.98,0.76578,0.49562,0.96011,0.9946,0.99717,0.99495,0.8788,0.56595,0.33255,0.88659,0.000786822,0.000786822,0.000786822
282,3183.27,0.77795,0.54138,0.98025,0.99535,0.99652,0.99499,0.87755,0.59159,0.35629,0.89827,0.000785664,0.000785664,0.000785664
283,3194.38,0.76205,0.51611,0.96419,0.99547,0.99749,0.995,0.87991,0.56831,0.32927,0.88721,0.000784506,0.000784506,0.000784506
284,3205.71,0.73993,0.48441,0.95375,0.9969,0.99667,0.99498,0.88969,0.53473,0.31792,0.87554,0.000783349,0.000783349,0.000783349
285,3216.98,0.76274,0.51306,0.97361,0.99705,0.99275,0.99498,0.87838,0.55836,0.32566,0.88198,0.000782191,0.000782191,0.000782191
286,3228.1,0.75429,0.51094,0.96778,0.99615,0.99892,0.99497,0.87629,0.56858,0.32651,0.89188,0.000781033,0.000781033,0.000781033
287,3239.22,0.7411,0.49825,0.96022,0.99767,1,0.995,0.88928,0.54444,0.31977,0.87798,0.000779875,0.000779875,0.000779875
288,3250.3,0.75216,0.48957,0.95693,0.9902,0.99557,0.99481,0.87164,0.56696,0.32469,0.88719,0.000778717,0.000778717,0.000778717
289,3261.37,0.76462,0.51388,0.96679,0.99421,0.99633,0.99494,0.88334,0.53336,0.31123,0.87633,0.00077756,0.00077756,0.00077756
290,3272.52,0.76038,0.51535,0.94185,0.99322,0.99625,0.995,0.8763,0.59391,0.33004,0.891,0.000776402,0.000776402,0.000776402
291,3283.54,0.74068,0.49466,0.95567,0.99398,0.99846,0.99499,0.88525,0.54518,0.31497,0.87985,0.000775244,0.000775244,0.000775244
292,3294.53,0.7389,0.48825,0.95803,0.9949,0.99602,0.99498,0.89228,0.53353,0.31174,0.87577,0.000774086,0.000774086,0.000774086
293,3305.81,0.73255,0.50384,0.96573,0.99442,0.9961,0.995,0.88888,0.52817,0.31663,0.874,0.000772929,0.000772929,0.000772929
294,3316.87,0.73513,0.48328,0.94547,0.99505,0.99513,0.99498,0.88198,0.55507,0.32059,0.88232,0.000771771,0.000771771,0.000771771
295,3327.93,0.70443,0.48852,0.94666,0.99145,0.99576,0.99479,0.88748,0.52185,0.31612,0.87236,0.000770613,0.000770613,0.000770613
296,3339.14,0.75458,0.49842,0.96796,0.99615,0.99984,0.995,0.8879,0.51073,0.30124,0.866,0.000769455,0.000769455,0.000769455
297,3350.42,0.74336,0.50101,0.96949,0.99694,0.99948,0.99489,0.89344,0.51711,0.30674,0.8672,0.000768297,0.000768297,0.000768297
298,3361.58,0.73739,0.49393,0.95804,0.99504,0.99627,0.995,0.86886,0.56709,0.32535,0.88773,0.00076714,0.00076714,0.00076714
299,3372.7,0.74741,0.49593,0.95316,0.99749,0.99714,0.995,0.88344,0.54071,0.30376,0.87673,0.000765982,0.000765982,0.000765982
300,3383.81,0.7478,0.48701,0.95463,0.99603,0.99825,0.995,0.88979,0.51173,0.30462,0.86716,0.000764824,0.000764824,0.000764824
301,3394.87,0.70245,0.49023,0.94199,0.99295,0.99773,0.99483,0.88783,0.50782,0.30037,0.86871,0.000763666,0.000763666,0.000763666
302,3405.96,0.69453,0.46352,0.94485,0.9934,0.99948,0.99499,0.8872,0.5272,0.30134,0.87031,0.000762509,0.000762509,0.000762509
303,3417,0.71322,0.49254,0.9589,0.99479,0.99839,0.995,0.89373,0.52425,0.31017,0.87064,0.000761351,0.000761351,0.000761351
304,3428.24,0.73363,0.48705,0.94578,0.9968,0.99397,0.995,0.88276,0.54209,0.30756,0.87487,0.000760193,0.000760193,0.000760193
305,3439.29,0.70995,0.47167,0.93747,0.99246,0.99929,0.99497,0.89135,0.51571,0.29987,0.86539,0.000759035,0.000759035,0.000759035
306,3450.53,0.72885,0.48926,0.9565,0.99675,0.99895,0.995,0.88946,0.53616,0.31116,0.87124,0.000757877,0.000757877,0.000757877
307,3461.68,0.70338,0.47528,0.92954,0.99789,0.99938,0.995,0.89556,0.50734,0.30469,0.86742,0.00075672,0.00075672,0.00075672
308,3473.01,0.67713,0.43683,0.92956,0.99699,0.99868,0.995,0.89855,0.49954,0.29158,0.86304,0.000755562,0.000755562,0.000755562
309,3484.19,0.71051,0.48478,0.95095,0.99787,0.99755,0.995,0.88392,0.52716,0.30621,0.87017,0.000754404,0.000754404,0.000754404
310,3495.39,0.68447,0.463,0.93342,0.99841,0.9973,0.995,0.88776,0.52411,0.30129,0.86721,0.000753246,0.000753246,0.000753246
311,3506.59,0.70276,0.47692,0.9342,0.99737,0.9985,0.995,0.88135,0.54584,0.31202,0.88022,0.000752089,0.000752089,0.000752089
312,3517.71,0.69912,0.47484,0.94445,0.99364,0.99944,0.995,0.89642,0.4941,0.29708,0.8612,0.000750931,0.000750931,0.000750931
313,3528.82,0.71904,0.48341,0.94427,0.99776,0.99958,0.995,0.88387,0.52602,0.30347,0.87086,0.000749773,0.000749773,0.000749773
314,3539.84,0.71095,0.47739,0.95203,0.98629,0.99799,0.99462,0.85841,0.62767,0.33526,0.91383,0.000748615,0.000748615,0.000748615
315,3550.88,0.69773,0.46827,0.93638,0.9976,0.99883,0.995,0.88578,0.52288,0.30182,0.86916,0.000747457,0.000747457,0.000747457
316,3562.05,0.72472,0.47146,0.95453,0.99613,0.99634,0.995,0.88853,0.51414,0.29852,0.86758,0.0007463,0.0007463,0.0007463
317,3573.12,0.72396,0.46948,0.94875,0.99374,0.99548,0.99497,0.89079,0.5086,0.30607,0.8615,0.000745142,0.000745142,0.000745142
318,3584.23,0.70544,0.47282,0.9305,0.99763,0.99968,0.995,0.88994,0.53597,0.3006,0.87317,0.000743984,0.000743984,0.000743984
319,3595.35,0.69515,0.48936,0.94271,0.99828,0.99761,0.995,0.90208,0.49775,0.29795,0.8587,0.000742826,0.000742826,0.000742826
320,3606.35,0.68597,0.47459,0.93926,0.99848,0.99994,0.995,0.89936,0.48613,0.29827,0.8556,0.000741669,0.000741669,0.000741669
321,3617.3,0.67497,0.44717,0.92416,0.99584,0.99755,0.995,0.90784,0.48941,0.2978,0.85739,0.000740511,0.000740511,0.000740511
322,3628.41,0.68203,0.46849,0.93613,0.99795,1,0.995,0.90539,0.47996,0.29157,0.85669,0.000739353,0.000739353,0.000739353
323,3639.45,0.68863,0.46442,0.92422,0.99755,0.99665,0.995,0.90765,0.48266,0.28957,0.85397,0.000738195,0.000738195,0.000738195
324,3650.54,0.69487,0.49485,0.92578,0.99708,0.99639,0.995,0.8979,0.5097,0.29651,0.86233,0.000737037,0.000737037,0.000737037
325,3661.56,0.67762,0.46753,0.92721,0.99582,0.99751,0.995,0.89999,0.52572,0.30284,0.86791,0.00073588,0.00073588,0.00073588
326,3672.55,0.70928,0.46352,0.94812,0.99698,0.99992,0.995,0.90652,0.49314,0.29189,0.85691,0.000734722,0.000734722,0.000734722
327,3683.75,0.70379,0.4632,0.94464,0.99555,0.99632,0.99497,0.90145,0.48682,0.28677,0.85716,0.000733564,0.000733564,0.000733564
328,3694.92,0.7021,0.46065,0.94674,0.99787,0.99949,0.995,0.90655,0.47865,0.28262,0.85261,0.000732406,0.000732406,0.000732406
329,3706.06,0.66793,0.46148,0.92892,0.9947,1,0.995,0.90096,0.48127,0.289,0.8535,0.000731249,0.000731249,0.000731249
330,3717.01,0.65474,0.44136,0.92221,0.99536,0.99899,0.995,0.89923,0.50017,0.29383,0.85815,0.000730091,0.000730091,0.000730091
331,3727.97,0.69453,0.46987,0.9454,0.99638,0.99761,0.995,0.90635,0.48548,0.28554,0.85538,0.000728933,0.000728933,0.000728933
332,3738.9,0.67554,0.43405,0.91522,0.99766,0.99941,0.995,0.89456,0.51491,0.29188,0.86737,0.000727775,0.000727775,0.000727775
333,3749.92,0.71099,0.47217,0.94856,0.9977,0.99896,0.995,0.89572,0.50824,0.29482,0.85973,0.000726617,0.000726617,0.000726617
334,3761.09,0.69618,0.4704,0.93083,0.99758,0.99949,0.995,0.90333,0.49829,0.28561,0.85615,0.00072546,0.00072546,0.00072546
335,3772.23,0.69548,0.47527,0.94276,0.99608,0.99963,0.995,0.90755,0.48009,0.29035,0.85089,0.000724302,0.000724302,0.000724302
336,3783.42,0.69976,0.4563,0.94658,0.99749,0.99801,0.995,0.8966,0.48984,0.2895,0.85322,0.000723144,0.000723144,0.000723144
337,3794.62,0.68132,0.46349,0.92492,0.99103,0.99798,0.995,0.89594,0.4945,0.29593,0.85877,0.000721986,0.000721986,0.000721986
338,3805.69,0.67414,0.47217,0.9328,0.9973,0.99887,0.995,0.89244,0.48673,0.28913,0.85525,0.000720828,0.000720828,0.000720828
339,3816.73,0.69319,0.46151,0.93516,0.99679,0.997,0.995,0.90549,0.46331,0.27943,0.84834,0.000719671,0.000719671,0.000719671
340,3827.95,0.68421,0.44369,0.93338,0.99629,0.99795,0.995,0.90244,0.48398,0.28484,0.85249,0.000718513,0.000718513,0.000718513
341,3838.95,0.67191,0.45644,0.93028,0.99571,0.99687,0.995,0.89988,0.51559,0.29838,0.8621,0.000717355,0.000717355,0.000717355
342,3849.92,0.66269,0.42901,0.925,0.99562,1,0.995,0.90724,0.45482,0.27715,0.84663,0.000716197,0.000716197,0.000716197
343,3860.9,0.66812,0.47297,0.94025,0.99439,0.99785,0.99498,0.90297,0.47342,0.29262,0.85071,0.00071504,0.00071504,0.00071504
344,3872,0.68813,0.47261,0.9335,0.99565,0.99998,0.995,0.90767,0.44751,0.28079,0.84321,0.000713882,0.000713882,0.000713882
345,3883.12,0.68332,0.46321,0.92572,0.99773,0.99908,0.995,0.90253,0.47616,0.28681,0.85125,0.000712724,0.000712724,0.000712724
346,3894.17,0.6786,0.44528,0.92261,0.99585,1,0.995,0.90209,0.4592,0.28253,0.84662,0.000711566,0.000711566,0.000711566
347,3905.34,0.65865,0.45243,0.92743,0.99469,0.99896,0.995,0.90442,0.45918,0.27847,0.84497,0.000710408,0.000710408,0.000710408
348,3916.47,0.66663,0.45021,0.94071,0.99705,0.99979,0.99498,0.91273,0.45369,0.27504,0.84459,0.000709251,0.000709251,0.000709251
349,3927.48,0.65943,0.45587,0.93401,0.99723,0.99951,0.995,0.91095,0.46904,0.27864,0.84706,0.000708093,0.000708093,0.000708093
350,3938.6,0.67124,0.45618,0.92757,0.98874,0.99647,0.995,0.90389,0.47066,0.28801,0.84946,0.000706935,0.000706935,0.000706935
351,3949.78,0.69174,0.47425,0.9394,0.99381,0.99778,0.995,0.9088,0.44923,0.28569,0.84265,0.000705777,0.000705777,0.000705777
352,3960.91,0.67013,0.44805,0.91877,0.9951,1,0.995,0.90918,0.45583,0.27673,0.84531,0.00070462,0.00070462,0.00070462
353,3972,0.66053,0.4435,0.92169,0.99613,1,0.995,0.90705,0.45847,0.27707,0.84293,0.000703462,0.000703462,0.000703462
354,3983.06,0.6692,0.44582,0.91659,0.99268,1,0.995,0.90969,0.46859,0.28717,0.84483,0.000702304,0.000702304,0.000702304
355,3994.09,0.61395,0.4287,0.91623,0.99664,0.9991,0.995,0.90509,0.48017,0.28396,0.85013,0.000701146,0.000701146,0.000701146
356,4005.21,0.65542,0.47239,0.9333,0.99681,0.99941,0.995,0.90683,0.45662,0.27708,0.84224,0.000699988,0.000699988,0.000699988
357,4016.27,0.66953,0.46209,0.92875,0.99838,0.99822,0.995,0.91022,0.46315,0.27801,0.84303,0.000698831,0.000698831,0.000698831
358,4027.32,0.6517,0.45099,0.91447,0.99679,0.99807,0.995,0.91475,0.43578,0.27557,0.83578,0.000697673,0.000697673,0.000697673
