epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2136.41,1.01742,0.67096,1.0806,0.94076,0.9693,0.98129,0.76013,0.89133,0.49716,1.03843,0.00090862,0.00090862,0.00090862
186,2147.83,1.00184,0.64592,1.08333,0.95065,0.98718,0.98454,0.77775,0.85827,0.46197,1.02876,0.00090752,0.00090752,0.00090752
187,2159.37,1.00543,0.67579,1.09996,0.94078,0.95929,0.98024,0.71456,1.02241,0.52883,1.10048,0.00090642,0.00090642,0.00090642
188,2170.84,0.96372,0.62867,1.07012,0.94004,0.96153,0.98509,0.74824,0.95492,0.50603,1.0643,0.000905321,0.000905321,0.000905321
189,2182.26,0.99532,0.65141,1.08791,0.9544,0.97809,0.99046,0.79355,0.82403,0.45484,1.01146,0.000904221,0.000904221,0.000904221
190,2193.64,1.04406,0.66845,1.10814,0.95509,0.97195,0.99081,0.77818,0.84506,0.48592,1.02195,0.000903121,0.000903121,0.000903121
191,2204.96,0.99614,0.65562,1.06977,0.95956,0.97585,0.99014,0.79773,0.82083,0.45663,1.00997,0.000902021,0.000902021,0.000902021
192,2216.53,0.99171,0.64369,1.07786,0.94913,0.95978,0.98575,0.79198,0.83536,0.4816,1.02589,0.000900921,0.000900921,0.000900921
193,2228.28,1.00883,0.66897,1.06998,0.94327,0.97908,0.9867,0.77972,0.86632,0.49312,1.02938,0.000899821,0.000899821,0.000899821
194,2239.75,0.97798,0.62235,1.06624,0.92424,0.97065,0.98669,0.77744,0.89248,0.49802,1.03933,0.000898721,0.000898721,0.000898721
195,2251.11,0.97165,0.64424,1.07839,0.94274,0.9714,0.98869,0.78967,0.85032,0.47564,1.027,0.000897621,0.000897621,0.000897621
196,2262.47,0.9411,0.60597,1.04542,0.97203,0.97952,0.99275,0.81371,0.77546,0.44196,0.98923,0.000896521,0.000896521,0.000896521
197,2274.3,1.01234,0.65892,1.07901,0.95698,0.97171,0.98818,0.78501,0.84496,0.46785,1.02447,0.000895422,0.000895422,0.000895422
198,2285.63,0.94239,0.61441,1.04743,0.97313,0.98055,0.99266,0.80615,0.76992,0.43851,0.98746,0.000894322,0.000894322,0.000894322
199,2296.8,0.97856,0.62777,1.08356,0.96868,0.93258,0.98558,0.78167,0.84702,0.49195,1.02131,0.000893222,0.000893222,0.000893222
200,2308.02,0.96589,0.64177,1.05807,0.95127,0.97908,0.98747,0.80309,0.79327,0.44395,1.00112,0.000892122,0.000892122,0.000892122
201,2319.26,0.93999,0.62872,1.04642,0.96185,0.98477,0.99297,0.80697,0.77435,0.42697,0.98672,0.000891022,0.000891022,0.000891022
202,2330.47,0.93258,0.60836,1.05056,0.97922,0.98445,0.99383,0.80169,0.78111,0.42062,0.99031,0.000889922,0.000889922,0.000889922
203,2341.6,0.95015,0.59883,1.06679,0.95986,0.97218,0.99076,0.77781,0.85236,0.45877,1.01606,0.000888822,0.000888822,0.000888822
204,2352.77,0.94006,0.62684,1.05525,0.93869,0.95509,0.98602,0.76582,0.90146,0.50307,1.04305,0.000887722,0.000887722,0.000887722
205,2363.85,0.93679,0.58619,1.05037,0.96493,0.96466,0.99213,0.80373,0.79243,0.47148,0.99054,0.000886622,0.000886622,0.000886622
206,2375.09,0.95673,0.63277,1.06566,0.97452,0.99158,0.99241,0.81216,0.78419,0.43187,0.98885,0.000885523,0.000885523,0.000885523
207,2386.2,0.8983,0.60536,1.03091,0.95086,0.94036,0.99195,0.80403,0.81082,0.49592,0.99362,0.000884423,0.000884423,0.000884423
208,2397.43,0.92565,0.63153,1.05529,0.97368,0.98611,0.99363,0.8169,0.77888,0.4178,0.98512,0.000883323,0.000883323,0.000883323
209,2408.69,0.91736,0.6146,1.03572,0.9684,0.98386,0.99205,0.82022,0.76942,0.42814,0.98069,0.000882223,0.000882223,0.000882223
210,2419.93,0.95026,0.62819,1.061,0.98045,0.9756,0.99326,0.80279,0.80809,0.43715,0.99662,0.000881123,0.000881123,0.000881123
211,2431.27,0.93598,0.63574,1.06096,0.97069,0.98507,0.99323,0.82258,0.75619,0.42488,0.97313,0.000880023,0.000880023,0.000880023
212,2442.6,0.97211,0.62973,1.06486,0.97269,0.99112,0.99396,0.80724,0.78734,0.44014,0.98951,0.000878923,0.000878923,0.000878923
213,2453.74,0.9342,0.59953,1.03378,0.97992,0.98281,0.99423,0.81507,0.77448,0.42583,0.9833,0.000877823,0.000877823,0.000877823
214,2465.03,0.92859,0.60837,1.03152,0.97114,0.99582,0.99322,0.81154,0.74733,0.41373,0.97502,0.000876723,0.000876723,0.000876723
215,2476.19,0.913,0.60353,1.04702,0.97052,0.9862,0.9935,0.8255,0.7288,0.41673,0.96664,0.000875624,0.000875624,0.000875624
216,2487.57,0.91188,0.62061,1.03467,0.98212,0.991,0.99402,0.82846,0.7276,0.40808,0.96305,0.000874524,0.000874524,0.000874524
217,2498.73,0.90161,0.591,1.02375,0.98183,0.9861,0.99387,0.8351,0.71007,0.39247,0.95387,0.000873424,0.000873424,0.000873424
218,2510.09,0.90166,0.58334,1.03827,0.981,0.98214,0.99193,0.8191,0.71993,0.4018,0.96007,0.000872324,0.000872324,0.000872324
219,2521.34,0.93453,0.59514,1.0424,0.98886,0.9781,0.99387,0.81462,0.75309,0.41694,0.97038,0.000871224,0.000871224,0.000871224
220,2532.57,0.89739,0.58249,1.01919,0.97783,0.98975,0.99294,0.84122,0.67835,0.40287,0.94135,0.000870124,0.000870124,0.000870124
221,2543.89,0.8952,0.5968,1.03221,0.9736,0.98849,0.99228,0.83154,0.71098,0.41281,0.95341,0.000869024,0.000869024,0.000869024
222,2555.02,0.8818,0.60516,1.02653,0.96916,0.97347,0.99172,0.82019,0.73591,0.43521,0.9682,0.000867924,0.000867924,0.000867924
223,2566.18,0.92965,0.62596,1.03954,0.97692,0.97654,0.99314,0.82463,0.75819,0.42195,0.97584,0.000866824,0.000866824,0.000866824
224,2577.56,0.89958,0.5899,1.03452,0.98412,0.98691,0.99284,0.83081,0.71478,0.39685,0.95751,0.000865725,0.000865725,0.000865725
225,2588.76,0.86865,0.59121,1.01258,0.97809,0.98384,0.99392,0.84274,0.69834,0.38859,0.94763,0.000864625,0.000864625,0.000864625
226,2600.08,0.84823,0.57508,1.01204,0.98428,0.98468,0.99485,0.8359,0.69639,0.39959,0.9486,0.000863525,0.000863525,0.000863525
227,2611.3,0.88027,0.60788,1.0144,0.98588,0.99214,0.99453,0.83854,0.70301,0.40294,0.95338,0.000862425,0.000862425,0.000862425
228,2622.74,0.89789,0.58502,1.02401,0.98126,0.98692,0.99466,0.8357,0.6968,0.39157,0.94897,0.000861325,0.000861325,0.000861325
229,2633.93,0.88247,0.56344,1.02046,0.97273,0.99326,0.99409,0.83706,0.70748,0.39676,0.94963,0.000860225,0.000860225,0.000860225
230,2645.12,0.89218,0.56898,1.02306,0.98313,0.97178,0.9932,0.82537,0.73485,0.41774,0.96347,0.000859125,0.000859125,0.000859125
231,2656.35,0.90484,0.59949,1.02507,0.98183,0.98577,0.99414,0.83776,0.68569,0.38548,0.94313,0.000858025,0.000858025,0.000858025
232,2667.59,0.88658,0.56877,1.0324,0.99264,0.98553,0.99475,0.84462,0.67591,0.38081,0.94138,0.000856925,0.000856925,0.000856925
233,2678.83,0.87838,0.56894,1.01432,0.98862,0.99325,0.99457,0.83052,0.7044,0.38487,0.95181,0.000855826,0.000855826,0.000855826
234,2690.03,0.86626,0.56295,1.00385,0.98165,0.99637,0.99318,0.8289,0.72058,0.39848,0.95879,0.000854726,0.000854726,0.000854726
235,2701.16,0.90388,0.619,1.02205,0.98144,0.98859,0.99455,0.83095,0.70716,0.39892,0.9552,0.000853626,0.000853626,0.000853626
236,2712.34,0.85177,0.54601,1.00169,0.9749,0.98312,0.99292,0.84487,0.66833,0.39596,0.93508,0.000852526,0.000852526,0.000852526
237,2723.62,0.91312,0.60493,1.02562,0.98495,0.99153,0.9938,0.83792,0.67766,0.38789,0.93947,0.000851426,0.000851426,0.000851426
238,2734.88,0.89237,0.57852,1.01603,0.97031,0.97909,0.99375,0.82012,0.75616,0.41708,0.97295,0.000850326,0.000850326,0.000850326
239,2746.07,0.86368,0.58532,1.02649,0.97585,0.96306,0.99305,0.81185,0.77382,0.44251,0.97912,0.000849226,0.000849226,0.000849226
240,2757.41,0.86393,0.565,1.01441,0.97982,0.99129,0.99369,0.83767,0.69032,0.38777,0.94806,0.000848126,0.000848126,0.000848126
241,2768.63,0.82855,0.54452,0.9909,0.99055,0.99403,0.99492,0.84678,0.67132,0.37119,0.9337,0.000847026,0.000847026,0.000847026
242,2780.01,0.86341,0.57577,1.01783,0.98764,0.99362,0.99493,0.85386,0.65974,0.38497,0.93109,0.000845927,0.000845927,0.000845927
243,2791.35,0.85163,0.56192,1.01939,0.98849,0.99299,0.9942,0.84721,0.66998,0.38794,0.93798,0.000844827,0.000844827,0.000844827
244,2802.72,0.82465,0.54674,1.00595,0.97578,0.99023,0.99392,0.8497,0.65827,0.38344,0.92892,0.000843727,0.000843727,0.000843727
245,2814.05,0.85372,0.56506,1.01105,0.98092,0.99525,0.99423,0.85187,0.66079,0.37193,0.93095,0.000842627,0.000842627,0.000842627
246,2825.34,0.83555,0.56673,0.99989,0.98747,0.99133,0.99475,0.84055,0.6877,0.37793,0.93753,0.000841527,0.000841527,0.000841527
247,2836.73,0.88179,0.5752,1.01147,0.98133,0.99847,0.9946,0.84724,0.688,0.38795,0.93609,0.000840427,0.000840427,0.000840427
248,2847.99,0.83986,0.5678,0.99842,0.99053,0.99651,0.99489,0.8466,0.63809,0.36397,0.91662,0.000839327,0.000839327,0.000839327
249,2861.07,0.81574,0.53478,0.99781,0.98768,0.98197,0.994,0.84968,0.64633,0.36917,0.91815,0.000838227,0.000838227,0.000838227
250,2874.75,0.85456,0.56729,1.00555,0.98299,0.99071,0.99452,0.84473,0.67154,0.37721,0.92847,0.000837127,0.000837127,0.000837127
251,2886.95,0.84505,0.57727,1.00071,0.98205,0.99635,0.9949,0.84102,0.64095,0.37047,0.9241,0.000836027,0.000836027,0.000836027
252,2898.61,0.8323,0.55006,1.00003,0.98898,0.98731,0.99458,0.81679,0.71638,0.38701,0.95487,0.000834928,0.000834928,0.000834928
253,2910.1,0.85934,0.56945,1.0053,0.99359,0.99282,0.99497,0.85586,0.63432,0.36169,0.91643,0.000833828,0.000833828,0.000833828
254,2921.55,0.81974,0.53745,0.98704,0.98918,0.98593,0.99455,0.85927,0.62916,0.366,0.91565,0.000832728,0.000832728,0.000832728
255,2933.12,0.82666,0.5425,0.98266,0.9868,0.97449,0.99394,0.84266,0.67881,0.39145,0.9361,0.000831628,0.000831628,0.000831628
256,2944.6,0.86181,0.57438,1.02603,0.98807,0.97939,0.99375,0.85954,0.63656,0.36301,0.91868,0.000830528,0.000830528,0.000830528
257,2956.23,0.80454,0.52473,0.97527,0.99163,0.98987,0.99426,0.85141,0.66681,0.3622,0.92315,0.000829428,0.000829428,0.000829428
258,2967.59,0.79773,0.52926,0.97506,0.99295,0.99221,0.99499,0.84224,0.65619,0.36472,0.92285,0.000828328,0.000828328,0.000828328
259,2979.14,0.80605,0.52914,0.9727,0.99664,0.99429,0.99499,0.85705,0.63859,0.35899,0.91735,0.000827228,0.000827228,0.000827228
260,2990.6,0.81325,0.53346,0.99039,0.97495,0.99498,0.99404,0.85465,0.63201,0.36492,0.91396,0.000826128,0.000826128,0.000826128
261,3001.99,0.7803,0.51679,0.95816,0.99222,0.99573,0.99479,0.85303,0.63173,0.35685,0.91734,0.000825029,0.000825029,0.000825029
262,3013.44,0.8101,0.54124,0.98768,0.99603,0.99773,0.995,0.85693,0.62073,0.3488,0.9085,0.000823929,0.000823929,0.000823929
263,3024.84,0.79192,0.51762,0.9764,0.99618,0.99559,0.99498,0.87026,0.59046,0.33694,0.90436,0.000822829,0.000822829,0.000822829
264,3036.31,0.80147,0.51925,0.97794,0.99488,0.99874,0.995,0.87305,0.58214,0.34478,0.8988,0.000821729,0.000821729,0.000821729
265,3047.86,0.79031,0.52191,0.97646,0.99545,0.99684,0.99498,0.87551,0.58055,0.33801,0.89962,0.000820629,0.000820629,0.000820629
266,3059.33,0.77543,0.51846,0.95815,0.98721,0.99663,0.99473,0.86383,0.61344,0.34903,0.9039,0.000819529,0.000819529,0.000819529
267,3070.63,0.7984,0.52901,0.98299,0.99622,0.99557,0.995,0.85475,0.63786,0.35719,0.91468,0.000818429,0.000818429,0.000818429
268,3082.16,0.77564,0.52664,0.97308,0.99562,0.99598,0.99496,0.86327,0.62098,0.3476,0.91267,0.000817329,0.000817329,0.000817329
269,3093.5,0.77854,0.5321,0.97532,0.99256,0.99199,0.99497,0.87399,0.57193,0.33429,0.89559,0.000816229,0.000816229,0.000816229
270,3105.16,0.80664,0.53302,0.98047,0.9909,0.9958,0.9949,0.87923,0.57727,0.33861,0.89605,0.00081513,0.00081513,0.00081513
271,3116.69,0.78501,0.50243,0.97347,0.997,0.99641,0.99498,0.88697,0.56125,0.32963,0.88781,0.00081403,0.00081403,0.00081403
272,3128.16,0.80273,0.51265,0.97777,0.99295,0.99815,0.99486,0.86603,0.60228,0.33899,0.89881,0.00081293,0.00081293,0.00081293
273,3139.62,0.78516,0.52379,0.96207,0.98199,0.99766,0.99371,0.85501,0.62372,0.35379,0.91527,0.00081183,0.00081183,0.00081183
274,3151.09,0.77812,0.50814,0.96501,0.99325,0.99206,0.99495,0.8675,0.61939,0.34494,0.90733,0.00081073,0.00081073,0.00081073
275,3162.66,0.7882,0.51392,0.97942,0.99633,0.99423,0.99498,0.87425,0.58601,0.3383,0.89737,0.00080963,0.00080963,0.00080963
276,3174.36,0.75448,0.49682,0.94538,0.99539,0.98693,0.99466,0.87546,0.57892,0.3384,0.89592,0.00080853,0.00080853,0.00080853
277,3185.86,0.78802,0.52691,0.97724,0.9876,0.98183,0.99472,0.87649,0.57202,0.34323,0.89317,0.00080743,0.00080743,0.00080743
278,3197.35,0.78769,0.52383,0.97502,0.99358,0.99452,0.99466,0.87187,0.60211,0.3366,0.89889,0.00080633,0.00080633,0.00080633
279,3208.81,0.7972,0.54093,0.97481,0.99219,0.9968,0.99494,0.87737,0.58491,0.33438,0.89583,0.000805231,0.000805231,0.000805231
280,3220.33,0.77524,0.51265,0.97687,0.99317,0.99751,0.99499,0.87746,0.59489,0.33445,0.89483,0.000804131,0.000804131,0.000804131
281,3231.87,0.77448,0.5042,0.9633,0.99142,0.99531,0.995,0.88247,0.58091,0.33405,0.89025,0.000803031,0.000803031,0.000803031
282,3243.41,0.77491,0.52864,0.96974,0.99695,0.99529,0.995,0.88116,0.58736,0.32947,0.89084,0.000801931,0.000801931,0.000801931
283,3254.97,0.77656,0.52083,0.96094,0.99646,0.99925,0.995,0.88255,0.56356,0.32238,0.88956,0.000800831,0.000800831,0.000800831
284,3266.51,0.74917,0.48328,0.96187,0.9954,0.99582,0.99497,0.87642,0.57014,0.32078,0.8919,0.000799731,0.000799731,0.000799731
285,3278.03,0.79119,0.52949,0.98159,0.99192,0.99712,0.99484,0.87375,0.57616,0.33317,0.89125,0.000798631,0.000798631,0.000798631
286,3289.47,0.76133,0.53132,0.96433,0.99496,0.99505,0.99499,0.87766,0.57072,0.33066,0.8888,0.000797531,0.000797531,0.000797531
287,3300.77,0.75533,0.50368,0.96018,0.99498,0.99725,0.99492,0.87485,0.56734,0.32915,0.88905,0.000796431,0.000796431,0.000796431
288,3312.26,0.74947,0.49851,0.95187,0.99621,0.99853,0.99498,0.87964,0.56024,0.32483,0.88374,0.000795332,0.000795332,0.000795332
289,3323.6,0.77518,0.5158,0.97016,0.99442,0.99814,0.995,0.87287,0.5751,0.32922,0.89316,0.000794232,0.000794232,0.000794232
290,3335.04,0.78023,0.51552,0.95216,0.98965,0.99683,0.99499,0.8717,0.59893,0.33642,0.8975,0.000793132,0.000793132,0.000793132
291,3346.46,0.78221,0.51174,0.9682,0.99158,0.99899,0.99498,0.87584,0.59283,0.33527,0.89807,0.000792032,0.000792032,0.000792032
292,3357.98,0.78385,0.51082,0.96918,0.99632,0.99744,0.99498,0.87888,0.56428,0.32647,0.88811,0.000790932,0.000790932,0.000790932
293,3369.56,0.76885,0.50883,0.97096,0.99586,0.99518,0.995,0.89167,0.5435,0.3223,0.88184,0.000789832,0.000789832,0.000789832
294,3381.08,0.74163,0.50438,0.94805,0.99367,0.99552,0.995,0.88089,0.56301,0.32194,0.8892,0.000788732,0.000788732,0.000788732
295,3392.51,0.73458,0.49239,0.95571,0.99593,1,0.99493,0.87462,0.57561,0.32373,0.88842,0.000787632,0.000787632,0.000787632
296,3403.92,0.75499,0.51276,0.97377,0.9944,0.99772,0.99499,0.88328,0.55887,0.32236,0.88235,0.000786532,0.000786532,0.000786532
297,3415.22,0.76231,0.51341,0.98177,0.9941,0.9992,0.99499,0.88571,0.53638,0.31313,0.87921,0.000785433,0.000785433,0.000785433
298,3426.85,0.75369,0.49827,0.95977,0.99469,0.99918,0.995,0.88493,0.55289,0.31722,0.88272,0.000784333,0.000784333,0.000784333
299,3438.31,0.75266,0.51803,0.95666,0.99425,0.99621,0.99498,0.8787,0.55499,0.32445,0.88449,0.000783233,0.000783233,0.000783233
300,3449.71,0.75396,0.4955,0.95735,0.99502,0.99941,0.995,0.87416,0.57146,0.32131,0.89155,0.000782133,0.000782133,0.000782133
301,3461.04,0.72247,0.50761,0.94938,0.99613,0.99555,0.99495,0.87641,0.57926,0.33079,0.89548,0.000781033,0.000781033,0.000781033
302,3472.37,0.73962,0.4863,0.96027,0.99325,0.98797,0.99487,0.88001,0.57323,0.33383,0.88848,0.000779933,0.000779933,0.000779933
303,3484.31,0.72977,0.50138,0.96536,0.99455,0.99484,0.99498,0.8862,0.55609,0.32312,0.87976,0.000778833,0.000778833,0.000778833
304,3495.8,0.73557,0.50643,0.95156,0.99058,0.9934,0.99497,0.88158,0.54064,0.33079,0.88057,0.000777733,0.000777733,0.000777733
305,3507.22,0.71028,0.48137,0.94294,0.99513,0.99101,0.9949,0.87973,0.53982,0.33212,0.87762,0.000776633,0.000776633,0.000776633
306,3518.61,0.75634,0.506,0.96456,0.9879,0.99707,0.9948,0.87805,0.56031,0.33011,0.88266,0.000775534,0.000775534,0.000775534
307,3529.99,0.7251,0.4859,0.94202,0.99379,0.98877,0.99499,0.85253,0.6404,0.34796,0.90942,0.000774434,0.000774434,0.000774434
308,3541.38,0.7174,0.47169,0.93879,0.98508,0.99868,0.995,0.87625,0.59058,0.34143,0.89451,0.000773334,0.000773334,0.000773334
309,3552.8,0.72634,0.48636,0.95627,0.99671,0.99809,0.995,0.89362,0.5359,0.31053,0.8744,0.000772234,0.000772234,0.000772234
310,3564.56,0.71597,0.47515,0.93833,0.99706,0.99052,0.995,0.89533,0.52429,0.3142,0.86931,0.000771134,0.000771134,0.000771134
311,3576.05,0.72746,0.49417,0.94365,0.99699,0.99667,0.995,0.89308,0.51509,0.31751,0.86777,0.000770034,0.000770034,0.000770034
312,3587.5,0.7188,0.49138,0.9542,0.98779,0.99293,0.9949,0.89053,0.54949,0.3245,0.88036,0.000768934,0.000768934,0.000768934
313,3598.82,0.72362,0.4929,0.9527,0.99235,0.99619,0.9949,0.88775,0.54308,0.31472,0.87737,0.000767834,0.000767834,0.000767834
314,3610.26,0.71214,0.48759,0.95166,0.98806,0.9953,0.99487,0.88636,0.53432,0.31188,0.8717,0.000766734,0.000766734,0.000766734
315,3621.72,0.70002,0.4795,0.93191,0.99565,0.99609,0.99489,0.87041,0.59914,0.33717,0.89591,0.000765635,0.000765635,0.000765635
316,3633.15,0.73412,0.49821,0.95876,0.99581,0.99235,0.995,0.89133,0.52465,0.31411,0.86911,0.000764535,0.000764535,0.000764535
317,3644.47,0.72518,0.4923,0.94547,0.99696,0.9996,0.995,0.89404,0.5208,0.30532,0.86852,0.000763435,0.000763435,0.000763435
318,3655.8,0.70461,0.48842,0.93098,0.99777,0.99963,0.995,0.89367,0.52545,0.31458,0.86989,0.000762335,0.000762335,0.000762335
319,3666.71,0.72151,0.49999,0.95093,0.99534,0.99843,0.995,0.88192,0.54995,0.31647,0.87465,0.000761235,0.000761235,0.000761235
320,3677.6,0.70837,0.48569,0.94131,0.99349,0.99603,0.99491,0.89403,0.5165,0.30823,0.86733,0.000760135,0.000760135,0.000760135
321,3688.58,0.68708,0.46548,0.93441,0.99016,0.99486,0.9948,0.88518,0.5434,0.31515,0.87064,0.000759035,0.000759035,0.000759035
322,3699.64,0.68424,0.47092,0.92867,0.99553,0.99512,0.99495,0.88459,0.57388,0.32594,0.88179,0.000757935,0.000757935,0.000757935
323,3710.56,0.69459,0.47809,0.92713,0.99654,0.99921,0.995,0.89542,0.52223,0.3073,0.86885,0.000756835,0.000756835,0.000756835
324,3721.53,0.70214,0.48272,0.93152,0.99598,0.99775,0.995,0.89809,0.50666,0.29945,0.863,0.000755736,0.000755736,0.000755736
325,3732.57,0.67213,0.47057,0.92156,0.99721,0.9977,0.995,0.91232,0.48862,0.2934,0.85737,0.000754636,0.000754636,0.000754636
326,3743.68,0.69814,0.47386,0.9484,0.99815,0.99632,0.995,0.88846,0.54123,0.31187,0.87029,0.000753536,0.000753536,0.000753536
327,3754.59,0.71297,0.48641,0.94557,0.99685,0.99769,0.99499,0.89829,0.49764,0.30161,0.8623,0.000752436,0.000752436,0.000752436
328,3765.58,0.72545,0.49558,0.95185,0.99713,0.99686,0.995,0.89972,0.51225,0.2994,0.86658,0.000751336,0.000751336,0.000751336
329,3776.4,0.70039,0.49172,0.94294,0.99725,0.99591,0.99499,0.89195,0.53219,0.313,0.87206,0.000750236,0.000750236,0.000750236
330,3787.3,0.67446,0.45755,0.93183,0.99807,0.99737,0.995,0.89723,0.5115,0.30816,0.86434,0.000749136,0.000749136,0.000749136
331,3798.12,0.7032,0.47755,0.9427,0.99583,1,0.99499,0.89951,0.49961,0.29626,0.85683,0.000748036,0.000748036,0.000748036
332,3809.17,0.6802,0.45111,0.92064,0.99709,0.99801,0.995,0.89114,0.52766,0.30424,0.86724,0.000746936,0.000746936,0.000746936
333,3820.09,0.71522,0.4826,0.94181,0.99643,0.99843,0.995,0.89604,0.51072,0.30164,0.86215,0.000745837,0.000745837,0.000745837
334,3831.02,0.7037,0.47264,0.93216,0.99737,0.99629,0.995,0.88928,0.51264,0.2996,0.86393,0.000744737,0.000744737,0.000744737
335,3842,0.69722,0.47498,0.94335,0.99709,0.99874,0.995,0.89777,0.50823,0.29925,0.86189,0.000743637,0.000743637,0.000743637
336,3852.94,0.70453,0.46616,0.94583,0.9935,0.99459,0.995,0.89243,0.5401,0.3045,0.87015,0.000742537,0.000742537,0.000742537
337,3863.88,0.68382,0.46681,0.92616,0.99047,0.99836,0.995,0.90049,0.4833,0.29482,0.85384,0.000741437,0.000741437,0.000741437
338,3874.83,0.69032,0.45634,0.93655,0.99056,0.99568,0.9946,0.9023,0.49822,0.29892,0.85931,0.000740337,0.000740337,0.000740337
339,3885.71,0.70116,0.47532,0.9348,0.99711,0.99847,0.995,0.90323,0.49479,0.30088,0.85746,0.000739237,0.000739237,0.000739237
340,3896.73,0.67599,0.45547,0.93354,0.9966,0.9989,0.995,0.90249,0.4852,0.29424,0.85482,0.000738137,0.000738137,0.000738137
341,3907.61,0.67453,0.44924,0.93571,0.99191,0.99322,0.99484,0.90014,0.48601,0.2911,0.85599,0.000737037,0.000737037,0.000737037
342,3918.51,0.68062,0.44508,0.92854,0.989,0.99397,0.995,0.90249,0.48854,0.29789,0.8557,0.000735938,0.000735938,0.000735938
343,3929.38,0.67641,0.48531,0.94022,0.98744,0.99938,0.995,0.9005,0.50251,0.29735,0.85852,0.000734838,0.000734838,0.000734838
344,3940.22,0.6827,0.46598,0.93236,0.99657,0.99843,0.995,0.90253,0.50028,0.29421,0.85498,0.000733738,0.000733738,0.000733738
345,3951.02,0.69473,0.46697,0.93159,0.99467,0.99536,0.99495,0.90667,0.49709,0.2962,0.85732,0.000732638,0.000732638,0.000732638
346,3961.97,0.69141,0.46004,0.92192,0.99828,0.99703,0.995,0.90341,0.48474,0.29276,0.85776,0.000731538,0.000731538,0.000731538
347,3972.89,0.68734,0.47963,0.93433,0.99629,0.99696,0.995,0.90187,0.47745,0.29216,0.85046,0.000730438,0.000730438,0.000730438
348,3983.79,0.67615,0.47225,0.94352,0.99738,0.99874,0.995,0.90583,0.47307,0.28887,0.85125,0.000729338,0.000729338,0.000729338
349,3994.65,0.66904,0.4648,0.93842,0.99851,0.99976,0.995,0.90814,0.46752,0.286,0.84893,0.000728238,0.000728238,0.000728238
350,4005.52,0.66491,0.45648,0.92417,0.99756,0.9982,0.995,0.90902,0.46502,0.28886,0.85118,0.000727138,0.000727138,0.000727138
351,4016.37,0.69506,0.47775,0.93404,0.99644,1,0.99494,0.90818,0.47793,0.28647,0.85324,0.000726038,0.000726038,0.000726038
352,4027.26,0.6762,0.46257,0.91774,0.99672,0.99896,0.99498,0.90984,0.46182,0.28355,0.84647,0.000724939,0.000724939,0.000724939
353,4038.12,0.66319,0.4484,0.91993,0.99779,1,0.995,0.90946,0.45695,0.27777,0.84569,0.000723839,0.000723839,0.000723839
354,4048.97,0.68195,0.45191,0.91636,0.99758,0.99933,0.995,0.89367,0.52565,0.295,0.86514,0.000722739,0.000722739,0.000722739
355,4059.99,0.65658,0.44647,0.93162,0.99352,0.99963,0.995,0.90296,0.50113,0.29158,0.85729,0.000721639,0.000721639,0.000721639
356,4070.91,0.69207,0.47101,0.94544,0.99422,0.99738,0.9949,0.90341,0.47145,0.28605,0.85363,0.000720539,0.000720539,0.000720539
357,4081.77,0.65966,0.46291,0.92889,0.99179,0.99891,0.99499,0.9048,0.46308,0.28696,0.85025,0.000719439,0.000719439,0.000719439
358,4092.7,0.66954,0.4571,0.92049,0.99638,0.99795,0.99499,0.90684,0.47783,0.28858,0.85147,0.000718339,0.000718339,0.000718339
359,4103.61,0.66562,0.45132,0.9358,0.99701,0.99966,0.995,0.90859,0.4883,0.28969,0.85398,0.000717239,0.000717239,0.000717239
360,4114.52,0.65026,0.44622,0.91941,0.99535,0.99861,0.99499,0.89786,0.4995,0.29337,0.8545,0.000716139,0.000716139,0.000716139
361,4125.34,0.64829,0.43588,0.92236,0.99465,0.99892,0.995,0.90667,0.47491,0.28622,0.84925,0.00071504,0.00071504,0.00071504
362,4136.27,0.65617,0.44688,0.9158,0.99145,0.99698,0.99497,0.90291,0.46825,0.28609,0.85114,0.00071394,0.00071394,0.00071394
363,4147.14,0.63719,0.43981,0.92194,0.99563,0.99756,0.995,0.91234,0.46016,0.27966,0.84661,0.00071284,0.00071284,0.00071284
364,4158.17,0.63277,0.43087,0.90648,0.99682,0.9994,0.995,0.91326,0.46911,0.28407,0.85036,0.00071174,0.00071174,0.00071174
365,4169.08,0.65308,0.45444,0.93194,0.99847,1,0.995,0.90712,0.48134,0.28419,0.85268,0.00071064,0.00071064,0.00071064
366,4179.98,0.64461,0.45225,0.91322,0.99739,0.99899,0.995,0.90245,0.49879,0.29407,0.85814,0.00070954,0.00070954,0.00070954
367,4190.86,0.68075,0.44746,0.92848,0.99595,0.99835,0.995,0.89772,0.51904,0.28546,0.86295,0.00070844,0.00070844,0.00070844
368,4201.73,0.65466,0.44353,0.90987,0.99132,0.99843,0.99489,0.90363,0.4968,0.28615,0.85962,0.00070734,0.00070734,0.00070734
369,4212.62,0.68765,0.46828,0.93925,0.99559,0.99879,0.995,0.90453,0.4708,0.28569,0.84943,0.00070624,0.00070624,0.00070624
370,4223.6,0.659,0.43625,0.93151,0.99481,0.99963,0.995,0.91162,0.4698,0.27841,0.84632,0.000705141,0.000705141,0.000705141
