epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,872.347,1.4566,0.99243,1.3179,0.79809,0.84612,0.88363,0.53518,1.39154,0.84218,1.34022,0.00102961,0.00102961,0.00102961
76,883.796,1.39862,0.98487,1.2796,0.7929,0.89122,0.89043,0.55085,1.36506,0.81162,1.32128,0.00102851,0.00102851,0.00102851
77,895.275,1.48511,0.99224,1.34909,0.78519,0.86764,0.88952,0.54817,1.39405,0.84551,1.3246,0.00102741,0.00102741,0.00102741
78,906.584,1.4056,0.97867,1.31196,0.74909,0.85014,0.85828,0.44193,1.66939,1.00927,1.45888,0.00102631,0.00102631,0.00102631
79,917.976,1.42197,0.98801,1.30406,0.76092,0.86826,0.89436,0.56389,1.31037,0.81282,1.2913,0.00102521,0.00102521,0.00102521
80,929.529,1.48076,1.00347,1.33552,0.74861,0.80866,0.83773,0.51919,1.3499,0.84987,1.30017,0.00102411,0.00102411,0.00102411
81,940.875,1.42085,1.00426,1.30334,0.79573,0.81445,0.8655,0.52167,1.37998,0.82418,1.32767,0.00102301,0.00102301,0.00102301
82,952.494,1.48475,1.00496,1.34775,0.74607,0.82192,0.87866,0.52376,1.37278,0.9296,1.32414,0.00102191,0.00102191,0.00102191
83,963.934,1.44948,1.00084,1.31264,0.7723,0.88645,0.8846,0.52247,1.38365,0.83354,1.32816,0.00102081,0.00102081,0.00102081
84,975.506,1.43556,0.97097,1.31084,0.8253,0.81668,0.88124,0.52471,1.38975,0.86593,1.32875,0.00101971,0.00101971,0.00101971
85,986.97,1.40022,0.93515,1.29959,0.81183,0.8515,0.89845,0.55664,1.34467,0.7936,1.31118,0.00101861,0.00101861,0.00101861
86,998.536,1.39571,0.98254,1.28819,0.76088,0.86343,0.89291,0.54978,1.33185,0.82119,1.28761,0.00101751,0.00101751,0.00101751
87,1009.94,1.36446,0.97861,1.27922,0.79029,0.81933,0.87423,0.53696,1.33543,0.87229,1.30734,0.00101641,0.00101641,0.00101641
88,1021.37,1.37751,0.94974,1.28726,0.74054,0.88131,0.91174,0.57411,1.30113,0.83956,1.27699,0.00101531,0.00101531,0.00101531
89,1033.24,1.39086,0.98772,1.29417,0.84542,0.84189,0.91101,0.57405,1.30139,0.79425,1.27505,0.00101421,0.00101421,0.00101421
90,1044.83,1.37664,0.97129,1.28826,0.79865,0.85368,0.91637,0.58299,1.31183,0.84259,1.28804,0.00101311,0.00101311,0.00101311
91,1056.4,1.34031,0.88,1.25347,0.82603,0.84852,0.91587,0.57844,1.30804,0.77537,1.27903,0.00101201,0.00101201,0.00101201
92,1067.86,1.39098,0.97973,1.28121,0.77174,0.90093,0.90305,0.58032,1.27401,0.77357,1.2612,0.00101091,0.00101091,0.00101091
93,1079.42,1.35691,0.92272,1.26443,0.76009,0.88365,0.89823,0.56857,1.28482,0.79129,1.2792,0.00100981,0.00100981,0.00100981
94,1091.1,1.36791,0.90775,1.28756,0.83444,0.8757,0.90892,0.591,1.25315,0.75276,1.25604,0.00100871,0.00100871,0.00100871
95,1102.61,1.31772,0.88642,1.27196,0.8284,0.89249,0.92367,0.61129,1.24918,0.72366,1.25485,0.00100761,0.00100761,0.00100761
96,1114.17,1.3644,0.92886,1.26179,0.83061,0.88449,0.91803,0.60465,1.26823,0.73986,1.25952,0.00100651,0.00100651,0.00100651
97,1125.55,1.36867,0.92801,1.28638,0.84676,0.89433,0.92706,0.61131,1.25201,0.72057,1.25348,0.00100541,0.00100541,0.00100541
98,1137.16,1.34691,0.88374,1.24732,0.83524,0.90492,0.92575,0.60438,1.25713,0.72109,1.25294,0.00100431,0.00100431,0.00100431
99,1148.55,1.32076,0.87557,1.25721,0.83174,0.83578,0.90791,0.56557,1.3113,0.81522,1.29223,0.00100321,0.00100321,0.00100321
100,1159.84,1.32826,0.92845,1.25752,0.70253,0.78204,0.83055,0.54046,1.26441,0.96566,1.27597,0.00100211,0.00100211,0.00100211
101,1171.37,1.33038,0.87033,1.22952,0.86379,0.87862,0.92123,0.5973,1.32288,0.74316,1.27358,0.00100101,0.00100101,0.00100101
102,1182.85,1.31814,0.88716,1.24331,0.87723,0.87581,0.9345,0.61778,1.20791,0.69614,1.22202,0.000999911,0.000999911,0.000999911
103,1194.71,1.28564,0.89954,1.23209,0.80788,0.89112,0.9106,0.5901,1.26514,0.74504,1.2582,0.000998811,0.000998811,0.000998811
104,1206.07,1.28829,0.86338,1.23945,0.83857,0.88804,0.91805,0.61693,1.19767,0.71091,1.22587,0.000997711,0.000997711,0.000997711
105,1217.68,1.32186,0.86143,1.24639,0.86133,0.92058,0.94093,0.63047,1.1732,0.67279,1.21015,0.000996611,0.000996611,0.000996611
106,1229.25,1.30326,0.90047,1.23304,0.89776,0.89012,0.94699,0.63724,1.16683,0.69137,1.20992,0.000995512,0.000995512,0.000995512
107,1240.69,1.27027,0.88839,1.22878,0.90687,0.88025,0.94179,0.63164,1.20654,0.72189,1.23691,0.000994412,0.000994412,0.000994412
108,1252.1,1.29149,0.85615,1.22001,0.87268,0.91013,0.94404,0.62129,1.22742,0.7233,1.25132,0.000993312,0.000993312,0.000993312
109,1263.46,1.27808,0.83636,1.25112,0.85004,0.90532,0.93277,0.61937,1.1804,0.71254,1.22591,0.000992212,0.000992212,0.000992212
110,1274.8,1.28332,0.83223,1.21214,0.87045,0.90647,0.94045,0.61079,1.2104,0.70919,1.22836,0.000991112,0.000991112,0.000991112
111,1286.65,1.27901,0.84526,1.22004,0.84321,0.89871,0.94323,0.63474,1.19741,0.69008,1.20904,0.000990012,0.000990012,0.000990012
112,1298.08,1.28292,0.88139,1.23059,0.85989,0.89964,0.92672,0.62807,1.16862,0.70286,1.20694,0.000988912,0.000988912,0.000988912
113,1309.6,1.28981,0.87059,1.21385,0.86718,0.93275,0.94689,0.63597,1.17821,0.67444,1.20633,0.000987812,0.000987812,0.000987812
114,1321.53,1.27465,0.87601,1.23235,0.83069,0.90873,0.93032,0.62891,1.17809,0.68805,1.2073,0.000986712,0.000986712,0.000986712
115,1333.31,1.26763,0.86062,1.22672,0.86924,0.86861,0.93368,0.63789,1.16177,0.70957,1.20948,0.000985613,0.000985613,0.000985613
116,1344.94,1.23674,0.8595,1.20848,0.84445,0.89172,0.91488,0.62213,1.17383,0.69838,1.21878,0.000984513,0.000984513,0.000984513
117,1356.29,1.31613,0.84703,1.23647,0.84836,0.91417,0.936,0.63043,1.17422,0.66751,1.19848,0.000983413,0.000983413,0.000983413
118,1367.67,1.24799,0.84254,1.24084,0.87737,0.89408,0.92984,0.62634,1.17113,0.68273,1.19864,0.000982313,0.000982313,0.000982313
119,1378.9,1.27993,0.86168,1.21715,0.85342,0.9218,0.93011,0.62927,1.20624,0.67917,1.21183,0.000981213,0.000981213,0.000981213
120,1390.49,1.25615,0.84732,1.21437,0.88652,0.92501,0.94568,0.66433,1.12974,0.63567,1.17716,0.000980113,0.000980113,0.000980113
121,1402.07,1.23323,0.85298,1.18432,0.86723,0.93138,0.94906,0.65922,1.12163,0.65749,1.17829,0.000979013,0.000979013,0.000979013
122,1413.58,1.24425,0.82963,1.20983,0.87866,0.94036,0.95794,0.65544,1.16061,0.64983,1.1924,0.000977913,0.000977913,0.000977913
123,1425.01,1.21914,0.78431,1.19588,0.90929,0.94129,0.96393,0.68445,1.10287,0.63149,1.16529,0.000976813,0.000976813,0.000976813
124,1436.6,1.24005,0.83948,1.22649,0.90336,0.90449,0.95662,0.66255,1.13864,0.66054,1.18264,0.000975714,0.000975714,0.000975714
125,1448.15,1.20695,0.80412,1.18461,0.90148,0.95065,0.96141,0.67202,1.10525,0.61455,1.17837,0.000974614,0.000974614,0.000974614
126,1459.72,1.25179,0.83919,1.20673,0.85357,0.89484,0.93203,0.63173,1.21066,0.68903,1.21867,0.000973514,0.000973514,0.000973514
127,1471.17,1.21115,0.82534,1.21179,0.87474,0.92749,0.94678,0.6455,1.14712,0.65557,1.18116,0.000972414,0.000972414,0.000972414
128,1482.55,1.25526,0.82489,1.21754,0.90042,0.91941,0.95022,0.66815,1.09152,0.62538,1.16692,0.000971314,0.000971314,0.000971314
129,1494.06,1.23892,0.79273,1.20721,0.88523,0.91602,0.95345,0.67751,1.08528,0.64364,1.16165,0.000970214,0.000970214,0.000970214
130,1505.48,1.24868,0.81246,1.21488,0.89437,0.93954,0.96155,0.68583,1.07659,0.60691,1.14714,0.000969114,0.000969114,0.000969114
131,1516.92,1.22182,0.79735,1.19769,0.88069,0.91368,0.96025,0.69444,1.0623,0.62164,1.14619,0.000968014,0.000968014,0.000968014
132,1528.48,1.23129,0.7922,1.19829,0.88215,0.91511,0.95441,0.64715,1.17927,0.64213,1.19259,0.000966914,0.000966914,0.000966914
133,1540.1,1.2397,0.81138,1.21185,0.90588,0.88097,0.94319,0.67061,1.12461,0.67776,1.17575,0.000965815,0.000965815,0.000965815
134,1551.63,1.18434,0.76535,1.17897,0.90957,0.92774,0.96817,0.70208,1.03778,0.59328,1.13421,0.000964715,0.000964715,0.000964715
135,1563.1,1.18676,0.75202,1.16333,0.92446,0.94501,0.9706,0.72019,1.0272,0.57686,1.12311,0.000963615,0.000963615,0.000963615
136,1574.57,1.2077,0.81716,1.17985,0.90501,0.93206,0.97024,0.70208,1.08955,0.6031,1.14647,0.000962515,0.000962515,0.000962515
137,1586.13,1.17901,0.79501,1.17791,0.90875,0.91474,0.96347,0.6931,1.03996,0.61145,1.13054,0.000961415,0.000961415,0.000961415
138,1597.5,1.1808,0.76343,1.15837,0.88566,0.91502,0.95848,0.69522,1.04892,0.60999,1.13686,0.000960315,0.000960315,0.000960315
139,1608.92,1.17344,0.75975,1.16677,0.90996,0.95804,0.96843,0.69961,1.05014,0.57909,1.13356,0.000959215,0.000959215,0.000959215
140,1620.27,1.18965,0.7817,1.20064,0.88585,0.9119,0.94982,0.69167,1.0352,0.60742,1.13362,0.000958115,0.000958115,0.000958115
141,1631.94,1.16606,0.76845,1.16402,0.89674,0.90155,0.96235,0.68803,1.05733,0.67047,1.1454,0.000957015,0.000957015,0.000957015
142,1643.34,1.14468,0.73389,1.15522,0.91435,0.94793,0.97426,0.71204,1.01564,0.57178,1.12184,0.000955916,0.000955916,0.000955916
143,1654.84,1.13259,0.78404,1.18451,0.91354,0.92054,0.97034,0.70576,1.05035,0.61069,1.14411,0.000954816,0.000954816,0.000954816
144,1666.34,1.17359,0.74766,1.16935,0.90097,0.92806,0.96732,0.71403,1.02432,0.63766,1.12313,0.000953716,0.000953716,0.000953716
145,1677.91,1.13919,0.74127,1.14063,0.9084,0.91661,0.96233,0.68624,1.10466,0.62356,1.15808,0.000952616,0.000952616,0.000952616
146,1689.47,1.1612,0.76515,1.18133,0.88914,0.92972,0.96323,0.70298,1.04037,0.63201,1.13968,0.000951516,0.000951516,0.000951516
147,1700.88,1.12158,0.7556,1.14741,0.94415,0.91358,0.97212,0.72085,0.99999,0.61084,1.10713,0.000950416,0.000950416,0.000950416
148,1712.3,1.15423,0.72604,1.16563,0.90235,0.95544,0.97292,0.72761,0.98696,0.56296,1.11367,0.000949316,0.000949316,0.000949316
149,1723.72,1.12284,0.75401,1.15764,0.91778,0.92904,0.97267,0.72238,0.98755,0.56548,1.10817,0.000948216,0.000948216,0.000948216
150,1735.12,1.12448,0.7536,1.15,0.9218,0.91826,0.96633,0.71119,1.01967,0.61818,1.13123,0.000947116,0.000947116,0.000947116
151,1746.62,1.14705,0.74917,1.16096,0.92801,0.86289,0.95404,0.67752,1.06218,0.61736,1.13562,0.000946016,0.000946016,0.000946016
152,1758.18,1.12102,0.7394,1.14581,0.94528,0.93398,0.97601,0.73202,0.96668,0.56933,1.09057,0.000944917,0.000944917,0.000944917
153,1769.72,1.12597,0.73695,1.15346,0.92256,0.93976,0.9773,0.73413,0.97518,0.57018,1.10321,0.000943817,0.000943817,0.000943817
154,1781.29,1.12183,0.72138,1.13124,0.93096,0.9221,0.97261,0.72854,0.98725,0.55317,1.10502,0.000942717,0.000942717,0.000942717
155,1792.66,1.1041,0.735,1.13438,0.91328,0.95258,0.9766,0.73125,0.96541,0.55086,1.09837,0.000941617,0.000941617,0.000941617
156,1804.15,1.10055,0.72194,1.13048,0.92992,0.94734,0.97938,0.74154,0.95243,0.53991,1.08525,0.000940517,0.000940517,0.000940517
157,1815.79,1.12162,0.74534,1.12288,0.93324,0.94591,0.97558,0.73191,0.98071,0.54918,1.10053,0.000939417,0.000939417,0.000939417
158,1827.25,1.07909,0.72018,1.12056,0.92679,0.93842,0.97657,0.73055,0.97889,0.54046,1.09722,0.000938317,0.000938317,0.000938317
159,1838.65,1.04871,0.69849,1.12452,0.9278,0.91274,0.97422,0.73007,0.97012,0.56324,1.08897,0.000937217,0.000937217,0.000937217
160,1849.96,1.11229,0.73311,1.1552,0.91703,0.93411,0.97647,0.72006,1.0224,0.57556,1.11584,0.000936117,0.000936117,0.000936117
161,1861.25,1.07181,0.73122,1.11737,0.93877,0.9306,0.98044,0.70983,1.06853,0.58548,1.13252,0.000935018,0.000935018,0.000935018
162,1872.55,1.11528,0.72205,1.13358,0.96544,0.96797,0.98539,0.75851,0.92714,0.50451,1.06572,0.000933918,0.000933918,0.000933918
163,1884.05,1.06796,0.72184,1.1107,0.96011,0.97262,0.98575,0.75807,0.91905,0.50463,1.06213,0.000932818,0.000932818,0.000932818
164,1895.53,1.06542,0.70455,1.11381,0.93747,0.97011,0.98314,0.75211,0.92433,0.51873,1.05921,0.000931718,0.000931718,0.000931718
165,1907.03,1.06573,0.69851,1.1213,0.94389,0.96989,0.98452,0.76773,0.89331,0.5118,1.05411,0.000930618,0.000930618,0.000930618
166,1918.55,1.04908,0.7019,1.09597,0.9558,0.93702,0.98342,0.75187,0.94347,0.53544,1.07726,0.000929518,0.000929518,0.000929518
167,1930.03,1.06713,0.68257,1.10047,0.94082,0.96726,0.98447,0.77195,0.89676,0.49893,1.04371,0.000928418,0.000928418,0.000928418
168,1941.54,1.04523,0.6948,1.10651,0.91746,0.9335,0.9714,0.72919,0.99392,0.55948,1.09883,0.000927318,0.000927318,0.000927318
169,1952.98,1.05605,0.68745,1.09089,0.94939,0.96902,0.98225,0.76942,0.87744,0.49744,1.0438,0.000926218,0.000926218,0.000926218
170,1964.39,1.07721,0.72236,1.12813,0.90524,0.96612,0.98342,0.75051,0.92804,0.525,1.06243,0.000925119,0.000925119,0.000925119
171,1975.85,1.04779,0.68915,1.10289,0.93093,0.95911,0.98366,0.76224,0.91169,0.51165,1.06654,0.000924019,0.000924019,0.000924019
172,1987.39,1.04526,0.70347,1.10643,0.94298,0.96514,0.98711,0.7826,0.86264,0.48995,1.0347,0.000922919,0.000922919,0.000922919
173,1999.11,1.02046,0.67882,1.09603,0.9156,0.97185,0.98712,0.77666,0.87573,0.51206,1.05102,0.000921819,0.000921819,0.000921819
174,2010.66,1.02945,0.69862,1.12076,0.95116,0.95843,0.98431,0.76298,0.90372,0.49721,1.06376,0.000920719,0.000920719,0.000920719
175,2022.06,1.02912,0.66681,1.09043,0.93662,0.96924,0.98392,0.76122,0.9024,0.53547,1.05425,0.000919619,0.000919619,0.000919619
176,2033.59,1.03166,0.67503,1.09395,0.91578,0.96645,0.98137,0.76065,0.90259,0.54166,1.04789,0.000918519,0.000918519,0.000918519
177,2045.02,1.05997,0.68052,1.10535,0.90231,0.97032,0.97843,0.76534,0.88758,0.51256,1.04051,0.000917419,0.000917419,0.000917419
178,2056.45,1.01823,0.66938,1.08307,0.92922,0.97659,0.98577,0.76559,0.892,0.50251,1.05029,0.000916319,0.000916319,0.000916319
179,2067.99,1.03481,0.68455,1.1063,0.95407,0.96571,0.98934,0.77886,0.86399,0.48299,1.0394,0.00091522,0.00091522,0.00091522
180,2079.6,1.01082,0.6691,1.06929,0.94659,0.95615,0.9825,0.75783,0.90626,0.5103,1.05271,0.00091412,0.00091412,0.00091412
181,2090.95,1.00932,0.67203,1.08628,0.94982,0.94196,0.98525,0.75499,0.91832,0.53574,1.05636,0.00091302,0.00091302,0.00091302
182,2102.19,1.01529,0.6534,1.07018,0.96148,0.94265,0.98638,0.78701,0.84393,0.49508,1.01818,0.00091192,0.00091192,0.00091192
183,2113.61,1.00337,0.66762,1.08047,0.95834,0.97048,0.99,0.78916,0.8427,0.46704,1.01731,0.00091082,0.00091082,0.00091082
184,2125.11,1.00463,0.64879,1.06406,0.95793,0.96919,0.98812,0.78365,0.86501,0.46447,1.02228,0.00090972,0.00090972,0.00090972
